Word	HappRank	Havg	StDev	Freq_List	TwitterRank	Gbook_Rank
year	5466	5.32	0.8908	--	394	--
родов	5467	5.32	1.1147	--	--	4936
соответствующего	5468	5.32	0.7407	--	--	4428
группу	5469	5.32	0.8192	3368	1959	2098
предприятия	5470	5.32	0.9781	--	--	611
here	5471	5.32	0.5511	--	758	--
нос	5472	5.32	0.6207	1604	2465	--
существования	5473	5.32	0.8192	--	--	1301
retweet	5474	5.32	0.9570	--	2037	--
оператор	5475	5.32	0.9781	3146	--	--
итогов	5476	5.32	0.7677	--	4516	--
юго	5477	5.32	0.8437	--	--	1090
заключается	5478	5.32	0.7939	4798	--	1263
предположить	5479	5.32	0.7126	--	--	2985
оказалась	5480	5.32	0.7126	3295	5001	2126
доктора	5481	5.32	1.1328	1262	--	--
дела	5482	5.32	0.9570	239	408	371
review	5483	5.32	0.8908	--	4600	--
сравнительно	5484	5.32	0.7407	--	--	1007
макс	5485	5.32	0.9570	1117	3736	--
edition	5486	5.32	0.5511	--	3009	--
ники	5487	5.32	0.8192	4837	--	--
признаки	5488	5.32	0.7939	--	--	2423
произойдет	5489	5.32	0.7677	2613	--	--
факт	5490	5.32	0.7939	1991	1723	1112
характерно	5491	5.32	0.7126	--	--	2134
определенное	5492	5.32	0.5511	--	--	3983
подписал	5493	5.32	0.9988	--	3314	--
том	5494	5.32	0.7407	151	238	68
павла	5495	5.32	0.6833	--	4586	5000
сельскохозяйственных	5496	5.32	1.0583	--	--	1469
little	5497	5.32	1.1328	--	1654	--
кнопка	5498	5.32	0.5869	--	4862	--
илья	5499	5.32	0.6528	--	2739	--
твою	5500	5.32	0.8908	348	1058	--
пяти	5501	5.32	0.7126	2113	4479	1920
стоял	5502	5.32	0.7677	2870	--	1588
очков	5503	5.32	0.7126	4552	--	--
джуди	5504	5.32	0.6833	4692	--	--
показано	5505	5.32	0.6207	--	--	985
ставки	5506	5.32	0.9355	4059	--	--
племен	5507	5.32	0.9355	--	--	4293
езжай	5508	5.32	0.7126	3297	--	--
исключительно	5509	5.32	0.7939	--	--	1104
подборка	5510	5.32	0.7407	--	4249	--
городах	5511	5.32	0.6528	--	4508	1949
применением	5512	5.32	0.5869	--	--	3484
времена	5513	5.32	0.7407	1379	2916	1793
сначала	5514	5.32	0.7407	456	776	864
следующим	5515	5.32	0.5511	--	--	1803
xd	5516	5.32	1.4630	--	678	--
общую	5517	5.32	0.7126	--	--	3117
винсент	5518	5.32	0.8676	3522	--	--
трудящихся	5519	5.32	0.9988	--	--	581
гражданской	5520	5.32	0.9781	--	--	1976
лиззи	5521	5.32	0.8192	4710	--	--
определить	5522	5.32	0.7407	4011	--	1086
днк	5523	5.32	0.8192	2862	--	--
здание	5524	5.32	0.5127	2127	4041	4308
пытается	5525	5.32	0.8908	1521	3658	--
все	5526	5.32	0.6833	17	15	25
государь	5527	5.32	1.3161	--	--	1840
картер	5528	5.32	1.0583	3220	--	--
овнам	5529	5.32	0.9355	--	2631	--
ждут	5530	5.32	0.9988	1364	1548	--
месяце	5531	5.32	0.6833	3793	--	--
обычный	5532	5.32	0.7407	3217	4657	--
найдите	5533	5.32	0.7126	2778	--	--
чаты	5534	5.32	1.0583	--	4426	--
товар	5535	5.32	0.8908	2671	--	--
транспорта	5536	5.32	0.9134	--	--	1769
половине	5537	5.32	0.7677	--	--	1493
пакет	5538	5.32	0.7677	3670	3108	--
приведет	5539	5.32	0.6207	4773	--	--
обсуждение	5540	5.32	0.9134	--	--	3953
взять	5541	5.32	0.8908	450	1002	1323
институте	5542	5.32	0.8676	--	--	3358
попытаться	5543	5.32	1.0774	3479	--	--
кирилл	5544	5.32	0.6207	--	3986	--
указатель	5545	5.32	0.8676	--	--	3643
возникает	5546	5.32	0.8676	--	--	1451
поставить	5547	5.32	0.7677	2196	1738	2094
методике	5548	5.32	0.6207	--	--	4975
газеты	5549	5.32	0.7407	2707	4594	1138
называешь	5550	5.32	0.5869	4377	--	--
пользователей	5551	5.30	0.7071	--	3806	--
ричард	5552	5.30	0.6145	1888	--	--
конструкции	5553	5.30	0.6468	--	--	1988
технических	5554	5.30	0.7354	--	--	1340
поверхности	5555	5.30	0.6145	4919	--	400
шли	5556	5.30	0.7890	3577	--	1550
подал	5557	5.30	0.7626	--	4356	--
образца	5558	5.30	0.6776	--	--	2736
дольше	5559	5.30	1.0926	2925	4151	--
принесите	5560	5.30	0.7626	3833	--	--
применительно	5561	5.30	0.6776	--	--	3742
артур	5562	5.30	0.6776	1634	--	--
закономерностей	5563	5.30	0.7890	--	--	4945
стоишь	5564	5.30	0.5803	3668	--	--
джонни	5565	5.30	0.6776	1078	--	--
ми	5566	5.30	0.9313	1335	2525	2222
памятников	5567	5.30	1.0152	--	--	3035
теоретических	5568	5.30	0.8144	--	--	4102
ассоциации	5569	5.30	0.9742	--	3992	4518
метод	5570	5.30	0.7354	--	--	549
показатель	5571	5.30	0.7071	--	--	2720
хвост	5572	5.30	1.1824	3454	--	--
клянусь	5573	5.30	1.2976	807	--	--
николай	5574	5.30	0.6776	--	2407	1249
джесс	5575	5.30	0.6145	3829	--	--
ля	5576	5.30	0.8391	3958	--	--
социальная	5577	5.30	0.9530	--	4719	4429
царь	5578	5.30	1.2657	3450	--	1792
состояний	5579	5.30	0.7354	--	--	3468
длина	5580	5.30	0.6145	--	--	2166
рынка	5581	5.30	0.8864	--	4388	3157
проспекте	5582	5.30	0.7071	--	3046	--
понятий	5583	5.30	0.7626	--	--	3672
искать	5584	5.30	0.9530	1006	1513	1907
школ	5585	5.30	0.8144	--	--	1828
республика	5586	5.30	0.9313	--	--	2885
магнитного	5587	5.30	0.7071	--	--	4734
думали	5588	5.30	0.7890	1419	--	--
средство	5589	5.30	0.8391	4789	4892	2772
генерала	5590	5.30	1.0152	4289	--	2881
лиги	5591	5.30	0.8391	--	2030	--
имела	5592	5.30	0.8144	2773	--	1927
деятель	5593	5.30	0.9949	--	--	4856
пальцы	5594	5.30	0.6145	2732	4169	--
пост	5595	5.30	1.1995	3920	1056	3887
кевин	5596	5.30	0.6145	2627	--	--
недель	5597	5.30	0.6145	1402	--	--
строительных	5598	5.30	0.7071	--	--	2939
джонатан	5599	5.30	0.7354	4792	--	--
продаж	5600	5.30	0.8144	--	4967	--
объявление	5601	5.30	0.5440	4978	4560	--
вероятно	5602	5.30	0.7354	1177	--	732
теория	5603	5.30	0.7890	3416	--	1211
задачи	5604	5.30	0.8864	--	--	397
металла	5605	5.30	0.7626	--	--	2042
выражения	5606	5.30	0.6145	--	--	1615
снимать	5607	5.30	0.8144	2714	2937	--
выхожу	5608	5.30	0.8144	3978	--	--
страницах	5609	5.30	0.7626	--	--	4215
проверим	5610	5.30	0.8391	4416	--	--
глубины	5611	5.30	1.1650	--	--	2662
#minsk	5612	5.30	0.9742	--	4354	--
крае	5613	5.30	0.7626	--	--	4647
штат	5614	5.30	0.9091	2782	--	--
определению	5615	5.30	1.0351	--	--	3951
правило	5616	5.30	0.9742	2156	2976	742
делали	5617	5.30	0.7890	1252	3645	4026
отныне	5618	5.30	0.6145	3878	--	--
он	5619	5.30	0.9091	6	40	22
episode	5620	5.30	0.6776	--	4823	--
проводить	5621	5.30	0.9530	2696	3771	2424
породы	5622	5.30	0.8144	--	--	1645
ищете	5623	5.30	0.6776	4772	--	--
пальцев	5624	5.30	0.5440	3353	--	--
томми	5625	5.30	0.8391	1479	--	--
значений	5626	5.30	0.6468	--	--	1417
взял	5627	5.30	0.7626	664	1712	1798
сооружений	5628	5.30	0.7626	--	--	3466
оооо	5629	5.30	0.8631	--	4064	--
нынче	5630	5.30	0.9949	--	4540	--
последующих	5631	5.30	0.7354	--	--	4660
назвать	5632	5.30	0.6145	2185	3140	2234
изменяется	5633	5.30	0.7890	--	--	3039
основу	5634	5.30	0.6776	--	--	1346
считай	5635	5.30	0.7071	4688	--	--
stardoll	5636	5.30	0.9742	--	1939	--
легла	5637	5.30	1.1112	--	4130	--
механизации	5638	5.30	0.7071	--	--	3015
нанял	5639	5.30	0.9949	4817	--	--
подход	5640	5.30	0.6145	--	--	1940
судьбу	5641	5.30	1.1995	3602	--	4187
округе	5642	5.30	0.6468	4176	--	--
пытаются	5643	5.30	0.9742	2924	3534	--
видимому	5644	5.30	0.8864	--	--	1022
называли	5645	5.30	0.6468	4332	--	4416
любого	5646	5.30	0.6468	2454	554	3014
среде	5647	5.30	0.6776	--	--	1465
стран	5648	5.30	0.6468	--	2966	275
сопоставление	5649	5.30	0.7354	--	--	4742
ею	5650	5.30	0.8391	3750	--	1870
север	5651	5.30	1.0738	3270	--	4224
использования	5652	5.30	0.7626	--	--	515
механизм	5653	5.30	0.6145	--	--	2022
плане	5654	5.30	0.8391	--	4497	1328
got	5655	5.30	0.7071	--	1355	--
общественной	5656	5.30	0.8391	--	--	1049
пермь	5657	5.30	0.8631	--	4212	--
нить	5658	5.30	0.7354	--	3619	--
народом	5659	5.30	0.8391	--	--	3233
борт	5660	5.30	0.7890	2879	--	--
следующего	5661	5.30	0.6776	4922	--	--
находится	5662	5.30	0.5803	985	2547	630
здесь	5663	5.30	0.6468	28	290	88
база	5664	5.30	0.8144	--	4618	--
франков	5665	5.30	0.6776	4333	--	--
наличием	5666	5.30	0.8631	--	--	4942
адреса	5667	5.30	0.6145	--	4079	--
франсуа	5668	5.30	0.9742	4678	--	--
михаила	5669	5.30	0.7890	--	--	3848
они	5670	5.30	0.6145	24	76	35
номера	5671	5.30	0.6145	2290	3199	4360
снять	5672	5.30	0.8864	1561	2902	--
обычная	5673	5.30	0.7071	4129	--	--
установлен	5674	5.30	0.9091	--	--	4703
объема	5675	5.30	0.6145	--	--	1502
звонки	5676	5.30	0.7890	3872	--	--
биологии	5677	5.30	0.7890	--	--	4957
территорию	5678	5.30	0.7071	--	--	4714
cover	5679	5.30	0.9091	--	3964	--
спрашивать	5680	5.30	0.7071	3300	--	--
идут	5681	5.30	0.8144	1192	1381	2369
сторона	5682	5.30	0.5440	4652	--	2814
адрес	5683	5.30	0.6776	1407	2420	2622
пятьдесят	5684	5.30	0.7626	2755	--	--
отражает	5685	5.30	0.6468	--	--	3628
объем	5686	5.30	0.6145	--	--	1038
производительных	5687	5.30	0.7354	--	--	3086
памятники	5688	5.30	1.1650	--	--	3690
почту	5689	5.30	1.0546	--	3503	--
oн	5690	5.30	0.6145	1443	--	--
сети	5691	5.30	0.8391	4338	849	1791
числа	5692	5.30	0.5803	4462	1921	467
выражается	5693	5.30	0.7626	--	--	3250
исполнитель	5694	5.30	0.9949	--	1433	--
принципе	5695	5.30	0.6468	--	2258	4269
методами	5696	5.30	0.7071	--	--	2655
определенных	5697	5.30	0.7626	--	--	2058
around	5698	5.30	0.7071	--	3453	--
задуматься	5699	5.30	0.9313	--	4988	--
побыть	5700	5.28	0.8340	2871	--	--
коллективов	5701	5.28	0.9267	--	--	3937
видом	5702	5.28	0.5729	--	--	3843
сочетании	5703	5.28	0.5729	--	--	4296
неужели	5704	5.28	0.9044	610	943	3677
три	5705	5.28	0.6074	205	312	214
социально	5706	5.28	0.8581	--	--	699
вещи	5707	5.28	0.6713	352	797	1595
ответьте	5708	5.28	1.0309	4543	--	--
изданий	5709	5.28	0.7835	--	--	3533
носит	5710	5.28	0.5360	3572	--	3495
двумя	5711	5.28	0.5729	1907	3411	813
fedex	5712	5.28	0.7835	--	2321	--
быть	5713	5.28	0.5729	53	98	51
программы	5714	5.28	0.7010	3536	1874	995
производства	5715	5.28	0.9485	--	--	121
формой	5716	5.28	0.7010	--	--	2334
работника	5717	5.28	0.9906	--	--	4368
клеток	5718	5.28	0.7835	--	--	1779
показало	5719	5.28	0.7296	--	--	4592
китае	5720	5.28	1.0506	--	3365	4425
совете	5721	5.28	0.7570	--	--	4071
свойствами	5722	5.28	0.6713	--	--	4196
джеймс	5723	5.28	0.6713	1272	--	--
протяжении	5724	5.28	0.6402	3815	--	1631
положением	5725	5.28	0.7835	--	--	4347
задай	5726	5.28	0.7570	--	4644	--
канале	5727	5.28	0.7010	--	4040	--
четверо	5728	5.28	0.8816	4063	--	--
автобусе	5729	5.28	0.7296	4653	2355	--
стоило	5730	5.28	0.8091	1609	4480	--
тв	5731	5.28	1.2296	4041	1051	--
отмечено	5732	5.28	0.7010	--	--	2997
проводили	5733	5.28	1.0309	--	--	3093
рома	5734	5.28	0.7835	--	3043	--
ленты	5735	5.28	0.7010	--	4554	--
джозеф	5736	5.28	0.7296	4385	--	--
тел	5737	5.28	0.7570	--	3924	2443
усиления	5738	5.28	0.9267	--	--	3214
говорили	5739	5.28	0.6074	645	2065	1171
па	5740	5.28	1.0110	2849	--	817
значении	5741	5.28	0.6402	--	--	2191
сущность	5742	5.28	0.8581	--	--	1824
денис	5743	5.28	0.6713	--	4211	--
продажу	5744	5.28	0.8340	--	3138	--
гарри	5745	5.28	0.9485	772	2737	--
статьи	5746	5.28	0.7835	--	3437	550
дополнительных	5747	5.28	0.8816	--	--	4287
хозяйству	5748	5.28	0.9267	--	--	5001
спросил	5749	5.28	0.6074	1447	3908	1379
край	5750	5.28	0.8340	--	3966	1847
признак	5751	5.28	0.7835	--	4959	--
санни	5752	5.28	0.9906	3285	--	--
*о*	5753	5.28	0.9906	--	3148	--
сэм	5754	5.28	0.7296	733	--	--
внутренней	5755	5.28	0.6713	--	--	1353
случаю	5756	5.28	0.6402	--	--	3486
главе	5757	5.28	1.0110	--	--	1004
минуту	5758	5.28	0.6713	622	2883	1419
энди	5759	5.28	0.8581	1228	--	--
long	5760	5.28	0.9485	--	2320	--
решением	5761	5.28	0.7570	--	--	4891
ретвитнуть	5762	5.28	1.1959	--	3990	--
приходил	5763	5.28	0.6074	2626	--	--
разными	5764	5.28	0.7010	--	--	3356
сотрудники	5765	5.28	1.0110	--	2563	--
использует	5766	5.28	0.9485	4404	--	--
принадлежности	5767	5.28	0.6713	--	--	4344
физических	5768	5.28	1.0506	--	--	4436
поток	5769	5.28	0.7296	--	--	3221
брайан	5770	5.28	0.7010	2186	--	--
daily	5771	5.28	0.8091	--	4872	--
брать	5772	5.28	0.8340	1915	1809	3298
глава	5773	5.28	0.8816	2798	1067	919
дверью	5774	5.28	0.7010	3199	--	--
сказано	5775	5.28	0.7296	1979	4134	1777
#peopleschoice	5776	5.28	0.9485	--	3350	--
як	5777	5.28	0.8816	--	2624	--
предмет	5778	5.28	0.6713	--	--	2765
шон	5779	5.28	0.6713	1970	--	--
she's	5780	5.28	0.6402	--	2488	--
стали	5781	5.28	0.7010	946	806	297
значения	5782	5.28	0.7010	2125	--	391
банки	5783	5.28	0.7835	4427	4424	--
учебных	5784	5.28	0.9267	--	--	2078
становится	5785	5.28	0.8091	1014	915	602
навсегда	5786	5.28	1.1613	1033	1491	2684
мотивы	5787	5.28	0.9485	--	--	4878
местности	5788	5.28	0.7296	--	--	2251
забирай	5789	5.28	0.9044	4907	--	--
чао	5790	5.28	1.1256	4935	--	--
форм	5791	5.28	0.7296	--	--	491
could	5792	5.28	0.9044	--	2237	--
механизмов	5793	5.28	0.9697	--	--	3747
диего	5794	5.28	0.9044	3763	--	--
иванов	5795	5.28	0.7010	--	--	3946
механизма	5796	5.28	0.6074	--	--	2330
установлено	5797	5.28	0.7570	--	--	1373
обыкновенно	5798	5.28	0.8091	--	--	2597
капитальных	5799	5.28	0.8091	--	--	3194
показателя	5800	5.28	0.7010	--	--	4944
декабря	5801	5.28	1.0506	--	101	765
половиной	5802	5.28	0.8581	2943	--	--
шла	5803	5.28	0.6713	3792	4428	1825
основания	5804	5.28	0.7010	--	--	1468
обсудить	5805	5.28	1.0309	2443	--	--
her	5806	5.28	0.9044	--	253	--
методу	5807	5.28	0.4965	--	--	4110
достану	5808	5.28	1.1613	4428	--	--
внутри	5809	5.28	0.7296	736	1298	801
теме	5810	5.28	0.6713	--	3308	--
пески	5811	5.28	0.9485	--	1106	--
i've	5812	5.28	0.9267	--	2786	--
трудовой	5813	5.28	0.9485	--	--	2290
программ	5814	5.28	0.4965	--	--	3161
проведения	5815	5.28	0.6074	--	4715	1566
явилось	5816	5.28	0.7010	--	--	3432
сорта	5817	5.28	0.6402	--	--	2703
размеров	5818	5.28	0.8340	--	--	1889
пойми	5819	5.28	0.9267	3151	--	--
джон	5820	5.28	0.7010	540	3951	--
происхождения	5821	5.28	0.6402	--	--	2159
гоу	5822	5.28	0.9044	--	4879	--
подобно	5823	5.28	0.8091	3884	--	1729
губернии	5824	5.28	0.7835	--	--	1723
китай	5825	5.28	1.2461	--	2997	4967
дата	5826	5.28	0.7010	--	4677	--
региона	5827	5.28	0.7010	--	--	3883
фирмы	5828	5.28	0.8816	--	--	4186
стою	5829	5.28	0.5729	3728	3516	--
считается	5830	5.28	0.7296	4815	4746	2915
реакция	5831	5.28	0.9267	4764	3913	2627
заменить	5832	5.28	0.9906	--	--	4859
записку	5833	5.28	0.6074	4402	--	--
джека	5834	5.28	0.7010	4348	--	--
степени	5835	5.28	0.8581	3770	--	278
назначения	5836	5.28	0.8816	--	--	2792
вещей	5837	5.28	0.6402	1396	3259	2053
провел	5838	5.28	0.7296	2705	3928	4701
осталась	5839	5.28	0.9906	2139	2608	3695
курс	5840	5.28	0.7296	2210	1522	2097
компе	5841	5.28	0.8091	--	4969	--
столе	5842	5.28	0.6074	2832	2941	--
год	5843	5.28	0.6074	466	58	267
следуйте	5844	5.28	0.8091	4950	--	--
трудом	5845	5.28	1.0309	4661	--	1811
состояния	5846	5.28	0.6074	--	--	790
сара	5847	5.28	0.8581	1219	--	--
паспорта	5848	5.28	0.7835	--	1274	--
генри	5849	5.28	0.7296	1328	--	--
говорилось	5850	5.28	0.7010	--	--	2210
подчеркнуть	5851	5.28	0.7010	--	--	3586
закон	5852	5.28	1.0698	1550	1078	1064
сил	5853	5.28	0.7296	1347	1128	333
#follow	5854	5.28	0.7835	--	3158	--
месту	5855	5.28	0.5729	--	--	3760
государя	5856	5.28	1.2296	--	--	2381
образцов	5857	5.28	0.8340	--	--	1687
сентября	5858	5.28	0.9485	4767	--	752
когда	5859	5.28	0.5360	34	46	45
физику	5860	5.28	1.0698	--	4771	--
ја	5861	5.28	0.9267	3292	--	--
совершил	5862	5.28	0.9906	2937	--	--
штатов	5863	5.28	1.1787	3762	--	--
различными	5864	5.28	0.7296	--	--	1800
выполнять	5865	5.28	0.9044	4591	--	4558
отвечать	5866	5.28	0.7010	2392	2542	--
почвах	5867	5.28	0.5729	--	--	4538
рода	5868	5.28	0.6713	2397	--	398
определяют	5869	5.26	0.5646	--	--	3786
мэтт	5870	5.26	0.7775	4229	--	--
тура	5871	5.26	0.7231	--	4759	--
характеризуются	5872	5.26	0.6642	--	--	4966
глубоко	5873	5.26	0.8992	2026	--	1237
работы	5874	5.26	1.0461	557	468	102
составляют	5875	5.26	0.7231	--	--	1541
районы	5876	5.26	0.7231	--	--	2406
сельскохозяйственного	5877	5.26	0.8992	--	--	2702
материале	5878	5.26	0.6328	--	--	4150
перейти	5879	5.26	0.6328	4518	--	3765
глубокой	5880	5.26	0.9649	--	--	3763
аа	5881	5.26	0.8526	--	2015	--
статей	5882	5.26	0.6328	--	--	1189
доказать	5883	5.26	0.9216	1992	--	3399
разным	5884	5.26	0.7231	--	--	4825
места	5885	5.26	0.5997	605	1102	535
настолько	5886	5.26	0.5997	889	1255	1574
кожи	5887	5.26	0.6943	4487	--	--
теории	5888	5.26	0.7775	4347	--	421
позиции	5889	5.26	0.6642	3832	--	1217
#дуров	5890	5.26	0.8283	--	1367	--
сопровождается	5891	5.26	0.5997	--	--	4991
доктором	5892	5.26	0.9858	3751	--	--
обещали	5893	5.26	0.9649	4473	--	--
курса	5894	5.26	0.6642	--	--	2539
дало	5895	5.26	0.7775	--	--	4462
форме	5896	5.26	0.7775	2120	4207	531
some	5897	5.26	0.5646	--	1036	--
слой	5898	5.26	0.5997	--	--	2197
темы	5899	5.26	0.5272	--	2416	1848
различных	5900	5.26	0.7231	--	--	224
предприятие	5901	5.26	0.9858	--	--	3880
способом	5902	5.26	0.5272	--	--	2189
берет	5903	5.26	0.8283	3843	4302	4622
обеих	5904	5.26	0.4870	--	--	2636
содержится	5905	5.26	0.8762	--	--	3920
пахнет	5906	5.26	1.1747	2160	2427	--
своимъ	5907	5.26	1.0461	--	--	2836
примерно	5908	5.26	0.6943	1369	1764	892
надобно	5909	5.26	0.6328	--	--	4218
паспорт	5910	5.26	0.9858	4062	4932	--
факторов	5911	5.26	0.5997	--	--	1127
детали	5912	5.26	0.6328	3034	--	3105
мэй	5913	5.26	1.0063	3515	--	--
lots	5914	5.26	0.8526	--	4409	--
материала	5915	5.26	0.5272	--	--	730
жили	5916	5.26	1.0844	2360	--	2338
составляющих	5917	5.26	0.6943	--	--	4836
подчеркивает	5918	5.26	0.6642	--	--	4474
ryan	5919	5.26	0.6328	--	4367	--
веке	5920	5.26	0.4870	--	--	4388
общественного	5921	5.26	0.8526	--	--	669
телевизору	5922	5.26	1.1214	4280	--	--
обычным	5923	5.26	0.7508	--	2436	--
необходимых	5924	5.26	0.9649	--	--	2665
московском	5925	5.26	0.9435	--	3887	--
столом	5926	5.26	0.5646	3456	--	4325
двенадцать	5927	5.26	0.5272	4074	--	--
буквально	5928	5.26	0.6328	3865	--	4164
вставать	5929	5.26	1.1031	4788	1419	--
обществом	5930	5.26	0.8526	--	--	4992
самим	5931	5.26	0.7231	3553	4348	2587
внешней	5932	5.26	0.7231	--	--	1176
твиты	5933	5.26	1.0063	--	1542	--
пацан	5934	5.26	1.2747	4060	--	--
превышает	5935	5.26	0.9435	--	--	2642
сущности	5936	5.26	1.1214	--	--	1392
опытов	5937	5.26	0.7231	--	--	2810
характеристика	5938	5.26	0.8283	--	--	2007
do	5939	5.26	0.6328	4726	385	--
выходите	5940	5.26	1.0264	2649	--	--
раньше	5941	5.26	0.7775	317	431	720
историко	5942	5.26	0.8033	--	--	3417
трёх	5943	5.26	0.7231	3922	--	--
ричи	5944	5.26	0.6328	4691	--	--
состоянии	5945	5.26	0.7231	1305	2639	734
ищешь	5946	5.26	0.7508	2657	--	--
училища	5947	5.26	0.9435	--	--	3784
станции	5948	5.26	0.7231	2568	4214	1365
обнаружены	5949	5.26	0.9216	--	--	3619
заведений	5950	5.26	0.8762	--	--	3678
наверное	5951	5.26	0.6642	293	388	2556
сообщили	5952	5.26	0.8526	4372	--	--
основе	5953	5.26	0.5272	--	--	261
концепции	5954	5.26	1.0264	--	--	2459
различной	5955	5.26	0.8283	--	--	3151
дуров	5956	5.26	0.7231	--	1852	--
пaру	5957	5.26	0.7775	--	2763	--
лестнице	5958	5.26	0.6642	3080	--	--
итогам	5959	5.26	0.6943	--	2795	--
оставаться	5960	5.26	0.8283	1182	4975	3440
стол	5961	5.26	0.6943	1622	1566	2073
кей	5962	5.26	0.6642	2966	--	--
линию	5963	5.26	0.6642	4165	--	3736
описания	5964	5.26	0.8526	--	--	2425
находились	5965	5.26	0.5997	--	--	2268
составить	5966	5.26	0.6943	--	--	4239
майкл	5967	5.26	0.9858	1069	--	--
твитов	5968	5.26	0.8992	--	2553	--
технической	5969	5.26	0.8526	--	--	1489
влажности	5970	5.26	0.7231	--	--	4772
инфа	5971	5.26	0.9435	--	3091	--
дело	5972	5.26	0.6642	126	350	183
издания	5973	5.26	0.6943	--	--	1613
областей	5974	5.26	0.5997	--	--	1621
пятнадцать	5975	5.26	0.5646	3481	--	--
тему	5976	5.26	0.4870	2853	1075	2580
данной	5977	5.26	0.5272	--	--	862
лиц	5978	5.26	0.7231	--	--	836
восемь	5979	5.26	0.5646	1096	3660	3448
michael	5980	5.26	0.8283	--	3370	--
тридцать	5981	5.26	0.5646	2213	--	3507
полка	5982	5.26	0.5997	--	--	1935
зимы	5983	5.26	1.3372	--	1949	--
взглядов	5984	5.26	0.7231	--	--	3389
соответствующей	5985	5.26	0.6642	--	--	3521
граждане	5986	5.26	0.9649	--	3518	--
определения	5987	5.26	0.8762	--	--	511
ларри	5988	5.26	1.0654	1952	--	--
фондов	5989	5.26	0.8283	--	--	1390
будучи	5990	5.26	0.5272	4030	--	1403
положении	5991	5.26	0.8283	3417	--	1345
эми	5992	5.26	0.8526	2928	--	--
джеф	5993	5.26	0.6642	4754	--	--
чaсов	5994	5.26	0.7775	--	2728	--
сравнение	5995	5.26	0.6943	--	--	2583
предупредить	5996	5.26	0.8762	2923	--	--
провинции	5997	5.26	0.8033	--	--	4066
звали	5998	5.26	0.6943	1772	--	--
используются	5999	5.26	0.6943	--	--	2426
во	6000	5.26	0.9858	127	117	34
линия	6001	5.26	0.7508	4077	--	2856
si	6002	5.26	0.9216	--	3765	--
находящихся	6003	5.26	0.6328	--	--	4170
азаров	6004	5.26	0.6943	--	4926	--
показатели	6005	5.26	0.7775	--	--	1309
вид	6006	5.26	0.5272	990	1282	544
чел	6007	5.26	1.0063	--	3580	2326
участки	6008	5.26	0.6943	--	3780	2487
взяли	6009	5.26	0.8526	1108	3125	3751
размер	6010	5.26	0.6642	3707	2837	2236
брэд	6011	5.26	1.0063	4426	--	--
стив	6012	5.26	0.5997	2886	--	--
состав	6013	5.26	0.6943	--	3448	416
обсуждать	6014	5.26	0.8526	3755	--	--
формуле	6015	5.26	0.7231	--	--	2661
полчаса	6016	5.26	0.7231	2099	3177	--
алексея	6017	5.24	0.6247	--	4126	--
продаже	6018	5.24	0.7969	--	4221	--
трех	6019	5.24	0.6247	1852	2085	551
использовать	6020	5.24	1.0214	1010	3408	900
тенденция	6021	5.24	0.7709	--	--	3252
числом	6022	5.24	0.6565	--	--	3797
марти	6023	5.24	0.6247	2117	--	--
видя	6024	5.24	0.6565	--	--	4018
тест	6025	5.24	0.9806	2817	603	--
можетъ	6026	5.24	0.8466	--	--	543
ведения	6027	5.24	0.7160	--	--	4163
posting	6028	5.24	0.4764	--	3271	--
олег	6029	5.24	0.7160	--	1752	--
повернись	6030	5.24	0.7440	4258	--	--
стержню	6031	5.24	0.6869	--	992	--
влияния	6032	5.24	1.0012	--	--	863
летию	6033	5.24	0.7160	--	--	4563
бегом	6034	5.24	1.1350	3231	--	--
ла	6035	5.24	0.8221	3331	4046	3482
you're	6036	5.24	0.5911	--	1198	--
характеризует	6037	5.24	0.7969	--	--	4968
стул	6038	5.24	0.7440	4857	--	--
did	6039	5.24	0.6247	--	2327	--
агентство	6040	5.24	0.8221	--	2993	--
акцию	6041	5.24	0.9596	--	1331	--
james	6042	5.24	0.7160	--	3984	--
сей	6043	5.24	0.6247	--	--	1801
реакций	6044	5.24	0.7160	--	--	3044
плотность	6045	5.24	0.7160	--	--	2654
лекарство	6046	5.24	1.5722	2296	--	--
70$остальным	6047	5.24	0.7969	--	2878	--
среду	6048	5.24	0.7709	5006	1987	4627
джен	6049	5.24	0.5555	3639	--	--
почв	6050	5.24	0.7969	--	--	1755
хранения	6051	5.24	0.7160	--	--	3936
фургон	6052	5.24	0.7709	4439	--	--
кругом	6053	5.24	0.7709	4189	4611	3909
аппарат	6054	5.24	0.8704	--	--	3443
делал	6055	5.24	0.8221	688	2771	3939
ленте	6056	5.24	0.5911	--	2668	--
повод	6057	5.24	0.8704	4306	2397	--
классификации	6058	5.24	0.7709	--	--	3549
меняется	6059	5.24	0.9806	3886	3313	3766
советов	6060	5.24	0.8221	--	4754	983
пытаемся	6061	5.24	0.9161	4075	--	--
ныне	6062	5.24	0.4764	--	--	1057
двери	6063	5.24	0.4764	1098	3029	2082
задать	6064	5.24	0.7440	2178	--	--
держит	6065	5.24	0.7160	3115	--	--
эрл	6066	5.24	0.7969	4042	--	--
экономического	6067	5.24	0.8935	--	--	753
накануне	6068	5.24	0.8466	--	3869	3110
точку	6069	5.24	0.7440	3964	3409	3001
ведется	6070	5.24	0.6565	--	--	3831
попытался	6071	5.24	0.9381	4515	--	--
