Concepts,Anger,Disgust,Joy,Sad,Surprise ,Fear
groan,0,0,1,0,0,0
while_drive,0,1,0,0,0,0
cause_injury,0,0,0,1,0,1
high_place,0,0,1,0,0,0
extend_arm,0,0,1,0,0,0
break_arm,1,0,0,0,0,0
charge_money,0,0,1,0,0,0
solicitor,0,0,1,0,0,0
try_case,0,0,1,0,1,0
legal_person,0,0,1,0,0,0
live_ripe_old_age,0,0,0,1,0,0
hide_shell,0,0,1,0,1,0
find_america,0,0,1,0,0,0
grow_large,0,0,1,0,0,0
thinness,0,0,1,0,0,0
small_thin,0,0,1,0,0,0
long_happy_life,0,0,1,0,1,0
eat_properly,0,1,0,0,0,0
eat_healthy_diet,0,0,1,0,0,0
plenty_rest,0,0,1,0,0,0
live_healthy_lifestyle,0,0,1,0,0,0
desire_live,0,0,1,0,0,0
stay_well,0,0,1,0,0,0
become_cold,0,1,0,1,0,0
skin_rash,0,1,0,1,0,0
goose_bump,0,0,0,0,1,1
control_room,0,0,0,0,1,0
piggy_bank,0,0,1,0,1,0
blood_vessel,0,1,0,0,0,0
dog_fur,0,0,1,0,0,0
good_memory,0,0,1,0,0,0
doctor_patient,0,1,0,1,0,0
get_well,0,0,1,0,0,0
specialist,0,0,1,0,0,0
pay_lot_money,0,1,0,1,0,0
stethoscope,0,0,1,0,0,0
perform_surgery,0,0,0,0,0,1
dig_up,0,0,0,0,1,0
coal_mine,0,0,1,0,1,0
christmas_gift,0,0,1,0,1,0
mine_ore,0,0,1,0,0,0
bad_kid,0,1,0,1,0,0
punctual,0,0,1,0,0,0
clamor,1,1,0,0,0,0
exercise_daily,0,0,1,0,0,0
brain_function,0,0,1,0,1,0
abstract_think,0,0,1,0,1,0
pray_god,0,0,1,0,0,0
corkscrew,0,0,1,0,0,0
coat_surface,0,0,1,0,0,0
store_container,0,1,0,0,0,0
wet_paint,0,0,1,0,0,0
proper_equipment,0,0,1,0,0,0
perspective,0,0,1,0,0,0
magnolia,0,0,1,0,0,0
use_brush,0,0,1,0,0,0
art_creation,0,0,1,0,0,0
in_can,0,0,1,0,0,0
stand_out,0,0,1,0,0,0
home_decoration,0,0,1,0,1,0
exterior,0,0,1,0,0,0
create_picture,0,0,1,0,0,0
house_car,0,0,1,0,0,0
make_house_look_better,0,0,1,0,0,0
create_image,0,0,1,0,0,0
remove_splinter,0,0,0,1,0,0
blood_type,0,1,0,0,0,0
play_doll,0,1,0,0,0,0
helium_balloon,0,0,1,0,0,0
paper_bill,0,0,0,1,0,0
buy_vend_machine,0,0,1,0,0,0
wear_skirt,0,0,1,0,1,0
gift_adult,0,0,0,0,0,1
thomas,0,0,1,0,0,0
run_jump,0,0,1,0,0,0
miss_ball,0,1,0,0,0,0
drop_ball,0,0,1,0,0,0
throw_frisbee,0,0,1,0,0,0
gospel,0,0,1,0,1,0
aspect,0,0,1,0,1,0
part_group,0,0,1,0,0,0
hold_pencil,0,0,1,0,0,0
paperclip,0,0,1,0,0,0
availability,0,0,1,0,0,0
cover_face,0,1,0,0,0,0
kathy,0,0,1,0,0,0
make_coat,0,0,1,0,0,0
notification,0,0,1,0,1,0
monthly_payment,0,0,1,0,0,0
amount_charge,0,0,0,1,0,0
paper_currency,0,0,1,0,0,0
sexuality,0,0,1,0,0,0
will_laugh,0,0,1,0,0,0
read_comic,0,0,1,0,0,0
dryad,0,0,0,0,1,0
hint,0,0,0,0,1,0
taxiway_turn_off,0,0,1,0,0,0
false_tooth,0,1,0,0,0,1
assignment,0,0,0,1,0,0
sec,0,0,1,0,0,1
help_find,0,0,0,1,0,0
control_car,0,0,1,0,0,0
let_off_steam,0,1,0,0,0,0
head_hurt,0,0,0,1,0,1
monkey_wrench,0,0,1,0,0,0
fee_cat,0,0,1,0,0,0
pet_dog,0,0,1,0,1,0
kneel,0,1,1,0,0,0
pep,0,0,1,0,0,0
per,0,0,1,0,0,0
each_one,0,0,0,0,1,0
make_mark_paper,0,0,0,0,0,1
bouquet,0,1,0,1,0,0
feature,0,0,1,0,1,0
part_face,0,0,1,0,0,0
facial,0,0,1,0,0,0
smell_odor,0,1,0,0,0,0
steam_locomotive,0,0,1,0,0,0
annoy_mom,0,0,0,1,0,0
golfer,0,0,1,0,0,0
champion,0,0,1,0,1,0
not_eat,0,0,1,0,0,0
cctv,0,1,0,0,0,0
heal_injury,0,0,1,0,0,0
much_person,0,0,1,0,0,0
raven,0,0,1,0,0,0
close_deal,0,0,1,0,0,0
red_rose,0,0,1,0,1,0
dead_stay_dead,0,1,0,0,0,0
downhill_ski,0,0,1,0,0,0
bad_credit,0,0,0,1,0,0
hangar,0,0,1,0,0,0
person_think,0,0,1,0,1,0
take_home,0,0,1,0,0,0
auto_mechanic,0,0,1,0,0,0
service_station,0,1,0,0,0,0
deal_drug,0,1,0,0,0,0
arm_bomb,0,1,0,0,0,1
wrong_another_person,1,1,0,0,0,0
lie_court,0,1,0,0,0,1
imprison,0,0,0,0,0,1
prime_minister,0,1,0,0,0,0
thwart,0,1,0,0,0,0
script,0,0,0,0,1,0
neglect_chore,1,0,0,0,0,0
see_picture,0,0,1,0,0,0
large_phone_bill,0,1,0,0,0,0
find_porn,0,1,0,0,0,0
web_surf,0,0,1,0,0,0
phone_line_busy,1,0,0,1,0,0
check_email,0,0,1,0,0,0
click_link,0,0,1,0,0,0
look_information,0,0,0,0,1,0
software_company,0,0,1,0,1,0
stop_sign,0,0,1,0,0,0
warning,0,0,0,0,0,1
franc,0,0,1,0,0,0
find_location,0,0,1,0,1,0
understand_idea,0,0,1,0,1,0
get_high_education,0,0,1,0,0,0
bring_friend,0,0,1,0,0,0
select_topic,0,0,1,0,0,0
lecturer,0,0,1,0,0,0
sleep_back,0,0,1,0,0,0
jump_over,0,0,1,0,0,0
make_child_laugh,0,0,1,0,0,0
carry_disease,0,1,0,0,0,1
scope_out_information,0,0,0,0,1,0
gastroscope,0,1,0,0,0,0
urethroscope,0,1,0,0,0,0
endoscope,0,1,0,0,0,0
sigmoidoscope,0,1,0,0,0,0
dome,0,0,1,0,0,0
ebb,0,0,1,0,0,0
win_case,0,0,1,0,0,0
complication,0,0,0,1,0,0
hairdressing_salon,0,0,1,0,0,0
jewelery,0,0,1,0,0,0
woman_closet,0,0,1,0,1,0
stop_watch,0,0,0,0,0,1
eat_outdoors,0,1,0,0,0,0
go_picnic,0,0,1,0,0,0
carry_lunch,0,0,1,0,0,0
follow_direction,0,1,0,0,0,0
prosperity,0,0,1,0,0,0
good_credit,0,0,1,0,0,0
wage-slavery,0,1,0,0,0,0
make_home,0,0,1,0,0,0
talk_spouse,0,0,1,0,0,0
make_offer,0,0,1,0,0,0
nice_place_live,0,0,1,0,0,0
savings,0,0,1,0,0,0
good_investment,0,0,1,0,0,0
eat_candy,0,1,0,0,0,0
simplicity,0,0,1,0,0,0
conserve_energy,0,0,1,0,0,0
overcoat,0,0,1,0,0,0
show_tooth,0,0,1,0,0,0
shed_tear,0,0,0,1,0,0
ha_ha,0,1,0,0,0,0
roar,0,0,0,0,0,1
juggler,0,0,1,0,0,0
circus_performer,0,0,1,0,1,0
axle,0,0,1,0,0,0
good_deal,0,0,1,0,0,0
like_cost,0,0,1,0,0,0
money_save,0,0,1,0,0,0
veil,0,1,0,1,0,0
santum_clau,0,0,1,0,0,0
crash_tree,0,0,0,1,0,0
play_snow,0,0,1,0,0,0
go_down_hill,0,0,1,0,0,0
put_warm_clothe,0,0,1,0,0,0
orthodox,1,1,0,0,0,0
radio_studio,0,0,1,0,0,0
force_other_person_don_t_want,0,1,0,0,0,0
not_nice,0,1,0,1,0,0
mind_boggle,0,0,0,0,1,0
find_out_wrong,0,0,1,0,0,0
air_grievance,0,0,0,1,0,0
impairment_person,0,0,0,1,0,0
psychosis,0,0,0,1,0,0
varicose_vein,0,1,0,0,0,0
drug_addiction,0,1,0,1,0,0
sleep_apnea,0,0,0,1,0,0
tuberculosis,0,0,0,1,0,0
tremor,0,0,0,0,1,1
slow_heart_beat,0,0,1,0,0,0
psychoneurosis,0,0,0,1,0,0
schizophrenia,0,0,0,1,0,1
gonorrhea,0,0,0,1,0,0
thanksgiving_dinner,0,0,1,0,0,0
much_food,0,1,0,0,0,0
violin_case,0,0,1,0,0,0
breakfast_bed,0,0,1,0,0,0
facism,0,0,1,0,0,0
large_ship,0,0,1,0,1,0
see_action,0,0,0,1,0,0
see_work,0,0,1,0,0,0
carry_wallet,0,0,1,0,0,0
discount,0,0,1,0,1,0
leave_tip,0,0,1,0,0,0
steal_car,0,0,1,0,0,1
spend_much_money,0,0,1,0,0,0
insure,0,0,0,1,0,0
charge_credit_card,0,0,1,0,0,0
bald_head,0,0,1,0,1,0
go_town,0,0,1,0,0,0
rebuttal,0,1,0,0,0,0
although,0,0,0,1,0,0
contradiction,0,0,0,0,0,1
small_flower,0,0,1,0,0,0
enter_contest,0,0,1,0,0,1
parent_child,0,0,1,0,0,0
contraceptive,0,0,0,1,0,0
hiker,0,0,1,0,0,0
ambassador,0,0,1,0,0,0
senator,0,1,0,0,0,0
trolley,0,0,1,0,0,0
cable_car,0,0,1,0,0,0
tram,0,0,1,0,0,0
tell_many_person,0,0,0,0,1,0
arrogance,1,1,0,0,0,0
gay_person,0,0,1,0,0,0
sex_same_gender,0,0,1,0,1,0
homophobia,0,1,0,0,0,0
most,0,0,1,0,0,0
read_credit,0,0,1,0,0,0
might_cry,0,0,0,1,0,0
car_stereo,0,0,1,0,0,0
plane_ticket,0,0,1,0,1,0
happy_time,0,0,0,0,0,0
sperm,0,0,1,0,0,0
loss_freedom,0,1,0,1,0,0
personal_fulfillment,0,0,1,0,0,0
consideration,0,0,1,0,0,0
buy_home,0,0,1,0,1,0
thermal,0,0,1,0,0,0
read_fine_print,0,0,1,0,1,0
use_ink,0,0,1,0,0,0
reliability,0,0,1,0,0,0
signature,0,0,1,0,0,0
connoisseur,0,0,1,0,0,0
fine_wine,0,0,1,0,1,0
woodworking,0,0,0,1,0,0
apart,0,0,0,1,0,0
merge,0,0,1,0,0,0
possessive,0,0,1,0,0,0
possessive_pronoun,0,1,0,0,0,0
finish_complete,0,0,1,0,0,0
finality,0,0,1,0,0,0
teapot,0,0,1,0,0,0
wave_arm,0,0,1,1,0,0
imperative,0,0,1,0,0,0
live_dangerously,0,0,0,0,1,1
say_prayer,0,0,1,0,0,0
instinct,0,0,1,0,0,1
eat_muffin,0,0,1,0,0,0
chuck,1,0,0,0,0,0
car_steer,0,0,1,0,0,0
miracle,0,0,1,0,1,0
berkeley_philosophy,0,0,1,0,0,0
deity,0,0,1,0,0,0
almighty,0,0,1,0,0,0
omniscient,0,0,1,0,1,0
judge_person,0,0,1,0,0,0
stay_young,0,0,1,0,0,0
nightly_ritual,0,1,0,0,0,0
read_bedtime_story,0,0,1,0,0,0
acrobat,0,0,1,0,1,0
already,0,0,1,0,0,0
analgesic,0,0,0,1,0,0
assist,0,0,1,0,0,0
not_use,0,0,0,1,0,0
not_live,0,0,0,0,0,0
fickle,0,1,0,0,0,0
evangelist,0,0,1,0,0,0
fundamentalist,0,0,1,0,0,0
thrown_away,0,0,0,1,0,0
head_tail,0,0,1,0,0,0
strong_smell,0,0,1,0,0,0
business_term,0,0,1,0,0,0
paper_crumple,0,0,0,1,0,0
watch_comedy,0,0,1,0,0,0
waltz,0,0,1,0,0,0
polarize,0,0,0,0,1,0
worn_face,0,0,0,1,0,0
pacifism,0,0,1,0,0,0
find_want,0,0,1,0,1,0
find_help,0,0,0,1,0,0
hardship,0,0,1,1,0,0
receive_thank,0,0,1,0,0,0
provide_information,0,0,1,0,0,0
behead,0,1,0,0,0,1
archaic,0,0,1,0,1,0
sherrie,0,0,1,0,0,0
mental_state,0,0,1,1,0,0
disorientation,0,0,0,1,0,0
mazda,0,0,1,0,0,0
large_corporation,0,0,1,0,0,0
censorship,0,1,0,0,0,0
watch_over,0,0,1,0,1,0
stance,0,0,1,0,0,0
hair_roller,0,0,1,0,0,0
make_grain,0,0,1,0,0,0
bavarium,0,0,1,0,0,0
stay_up_night,0,0,1,0,0,0
men_club,0,1,1,0,0,0
catherine_havasus,0,0,0,0,0,0
openmind,0,0,1,0,0,0
world_hunger,0,0,0,1,0,0
serious_problem,0,0,0,1,0,1
most_animal,0,0,1,0,0,0
humankind,0,0,1,0,0,0
explore_idea,0,0,1,0,1,0
nuisance_insect,0,1,0,0,0,0
small_insect,0,1,0,0,0,0
jill,0,0,1,0,0,0
yellow_ribbon,0,0,1,0,0,0
winter_time,0,0,1,0,0,0
yearly_celebration,0,0,1,0,0,0
farm_food,0,0,1,0,0,0
popular_food,0,0,1,0,0,0
yellow_fruit,0,0,1,0,0,0
part_dinner,0,0,0,1,0,0
farm_plant,0,0,1,0,0,0
food_type,0,1,0,0,0,0
swell,0,1,1,0,0,0
use_decoration,0,0,1,0,1,0
kill_specific_group,1,1,0,0,0,0
move_ahead,0,0,1,0,0,0
give_signal,0,0,1,0,0,0
entropy,0,1,0,0,0,0
hotness,0,0,1,0,0,0
opposite_cold,0,0,1,0,0,0
steamy,0,1,0,0,0,0
hot_sun,0,0,1,0,0,0
cheap_price,0,0,1,0,1,0
lower_price,0,0,0,0,1,0
cheap_buy,0,0,1,0,0,0
adorn,0,0,1,0,1,0
hear_bad_news,0,0,0,1,0,1
unlove,0,0,0,1,0,0
die_young,0,0,1,0,0,0
vicodin,0,0,1,0,0,0
cause_person_die,0,1,0,1,0,0
load_gun,0,0,0,0,0,1
slug,0,1,0,0,0,0
head_start,0,0,1,0,0,0
provocateur,0,1,0,0,0,0
hair_conditioner,0,0,1,0,0,0
toe_nail,0,0,1,0,0,0
choral,0,0,1,0,0,0
musical_group,0,0,1,0,0,0
constitution,0,0,0,1,0,0
amendment,0,0,1,0,0,0
old_paper,0,0,0,1,0,0
move_mouse,0,0,1,0,0,0
angry_mob,0,0,0,0,1,1
rebellion,0,0,0,0,0,1
park_structure,0,0,1,0,0,0
put_box,0,0,1,0,0,0
dig_ground,0,1,0,1,0,0
decompose,0,0,1,0,0,0
understand_plot,0,0,1,0,0,0
courthouse,0,0,0,1,0,1
zenith,0,0,1,0,0,0
levitate,0,0,1,0,0,0
become_fat,0,1,0,0,0,1
pillow_fight,0,0,1,0,0,0
paranoid,0,0,0,1,0,0
prohibitionist_society,0,1,0,0,0,0
businesse,0,0,1,0,0,0
revenue,0,0,0,1,0,0
earn_income,0,0,1,0,0,0
principle,0,0,1,0,0,0
darwin,0,0,1,0,0,0
big_bang,0,0,1,0,1,0
scientific_statement,0,0,1,0,1,0
axiom,0,0,1,0,0,0
know_come,0,0,1,0,0,0
child_birthday,0,0,1,0,1,0
use_recipe,0,1,0,0,0,0
cake_eat,0,0,1,0,0,0
make_mess,0,0,1,0,0,0
spanish_restaurant,0,0,1,0,0,0
spicy_food,0,0,1,0,0,0
get_work_done,0,0,1,0,0,0
job_done,0,0,1,0,0,0
borrow_car,0,1,0,0,0,0
finish_task,0,0,1,0,0,0
meet_know,0,0,1,0,1,0
weekend,0,0,1,0,0,0
stimulation,0,0,1,0,0,0
convention,0,0,1,0,0,0
shack,0,0,1,0,1,0
beach_house,0,0,1,0,1,0
this_that,0,1,0,0,0,0
six_leg,0,1,0,0,0,0
particular,0,0,1,0,0,0
camera_store,0,0,1,0,0,0
think_issue,0,0,1,0,0,0
sherman,0,0,1,0,0,0
blue_color,0,0,1,0,0,0
information_transfer,0,0,1,0,0,0
give_answer,0,0,1,0,0,1
make_easy,0,0,1,0,1,0
set_instruction,0,0,1,0,0,0
tree_limb,0,0,1,0,0,0
foxtrot,0,0,1,0,1,0
ballroom_dance,0,0,1,0,0,0
presidential_election,0,0,1,0,1,0
hold_every_four_year,0,0,0,1,0,0
chair_committee,0,0,1,0,0,0
expensive_sport,0,0,1,0,0,0
ask_person,0,0,1,0,0,0
hardly,0,0,0,1,0,0
seldom,0,0,1,0,0,0
nearly,0,0,1,0,0,0
barely,0,0,0,1,0,0
spiderman,0,0,1,0,1,0
football_player,0,0,1,0,0,0
watch_good_movie,0,0,1,0,0,0
mindless_entertainment,0,1,0,0,0,0
classify_ad,0,0,1,0,0,0
center_passage,0,0,1,0,0,0
wavelength,0,0,1,0,0,0
odour,0,1,0,0,0,0
green_red,0,0,1,0,0,0
bland,0,0,1,0,0,0
stub_toe,0,0,0,1,0,0
throw_away_garbage,0,1,0,0,0,0
healthy_live,0,0,1,0,0,0
tangent,0,0,1,0,0,0
compulsion,0,0,0,1,0,0
move_hand,0,0,1,0,0,0
others_understand,0,0,1,0,0,0
convey_information,0,0,1,0,0,0
record_history,0,1,1,0,0,0
racist,1,1,0,0,0,0
uneducated,0,0,0,1,0,0
high_pitch,0,0,1,0,0,1
garden_plant,0,0,1,0,0,0
cool_food,0,1,0,0,0,0
ice_tea,0,1,0,0,0,0
crystalline_solid,0,0,1,0,0,0
little_dense_water,0,0,1,0,0,0
keep_drink_cold,0,1,0,0,0,0
form_sentence,0,0,1,0,0,0
drag_race,0,0,0,0,1,0
health_benefit,0,0,1,0,0,0
step_dog_shit,0,1,0,0,0,0
hypodermic_needle,0,0,0,0,0,1
divorce_money,0,1,0,1,0,0
removal,0,0,1,0,0,0
get_rid,0,1,0,0,0,0
lifestyle,0,0,1,0,0,0
name_child,0,0,1,0,0,0
work_home,0,1,0,0,0,0
storm_out_room,1,0,0,0,0,0
walk_across_street,0,0,0,0,0,1
man_spacecraft,0,0,1,0,0,0
man_wife,0,0,1,0,0,0
eat_chocolate,0,0,1,0,0,0
kayak,0,0,1,0,0,0
hole_slot,0,0,0,0,0,1
best_opponent,0,0,0,0,0,1
date_man,0,0,1,0,0,0
sail_around_world,0,0,1,0,1,0
water_rose,0,0,1,0,0,0
wear_sunglasses,0,0,1,0,0,0
single_woman,0,0,1,0,0,0
best_friend,0,0,1,0,0,0
run_mile,0,0,1,0,0,0
know_want,0,0,1,0,0,0
cadaver,0,1,0,0,0,1
intention,0,1,0,0,0,1
draw_blueprint,0,0,1,0,0,0
choir_stall,0,0,1,0,0,0
prophet,0,0,0,0,1,0
abandonment,0,1,0,1,0,0
awaken,0,0,1,0,0,0
travel_long_distance,0,1,0,0,0,0
emergency_brake,0,0,0,0,0,1
aircraft_carrier,0,0,1,0,0,0
warfare,0,1,0,1,0,0
land_runway,0,0,1,0,0,0
walk_wood,0,0,1,0,0,0
wet_towel,0,1,0,0,0,0
penicillin,0,0,0,1,0,0
yogurt,0,0,1,0,0,0
moldy_bread,0,0,1,0,0,0
novocaine,0,0,1,0,0,0
passport_case,0,0,1,0,0,0
dart_board,0,0,1,0,0,0
sideways,0,0,1,0,0,0
rubbery,0,0,1,0,0,0
islam,0,0,1,0,0,0
environmentalist,0,0,1,0,1,0
might,0,0,0,0,1,0
write_report,0,1,0,0,0,0
plenty_sleep,0,0,1,0,0,0
prepare_test,0,1,0,0,0,0
welfare,0,0,1,0,0,0
eden,0,0,1,0,0,0
utopia,0,0,1,0,0,0
political_state,0,0,1,0,0,0
good_movie,0,0,1,0,0,0
electrical_connection,0,0,0,0,0,1
car_race,0,0,1,0,1,0
accountant_office,0,1,0,0,0,0
store_record,0,0,1,0,0,0
athelete,0,0,1,0,0,0
better_himself,0,0,1,0,0,0
chairman,0,0,1,0,0,0
reckon,0,0,0,0,1,0
shareholder,0,0,1,0,0,0
file_system,0,0,1,0,0,0
procrastination,0,1,0,0,0,0
ground_level,0,0,0,1,0,0
amusement_ride,0,0,1,0,1,0
calendar_date,0,0,0,0,1,0
deadline,0,0,0,0,0,1
not_sick,0,0,1,0,0,0
hear_funny,0,0,1,0,0,0
socialize_friend,0,0,1,0,0,0
enter_theatre,0,0,1,0,0,0
projection,0,1,0,0,0,0
make_selection,0,0,1,0,0,0
make_friend_happy,0,0,1,0,0,0
generousity,0,0,1,0,0,0
birch,1,0,0,0,0,0
every_home,0,0,1,0,0,0
round_trip_ticket,0,0,0,0,1,0
make_up_mind,0,0,1,0,0,0
piss_pant,0,1,0,0,0,0
gavel,0,0,1,0,0,0
rapid,0,0,0,0,0,1
swift,0,0,1,0,0,0
garbage_waste,0,1,0,0,0,0
garbage_dump,0,1,0,0,0,0
citrus,0,1,0,0,0,0
sour_taste,0,1,0,0,0,0
workhouse,0,0,1,0,0,0
launch_platform,0,0,1,0,0,0
bandaid,0,0,0,1,0,0
cover_wound,0,1,0,0,0,0
steve,0,0,1,0,0,0
fall_apart,0,0,0,1,0,0
work_overtime,0,0,0,0,0,0
lepton,0,0,0,0,0,0
rock_out,1,0,0,0,0,0
sunny_day,0,0,1,0,0,0
long_distance,0,1,0,0,0,0
phone_conversation,0,0,1,0,0,0
break_apart,1,0,0,1,0,0
baby_action,0,0,1,0,0,0
charge_card,0,0,1,0,0,0
money_charge,0,0,1,0,0,0
scarce,0,0,0,1,0,0
several,0,0,1,0,0,0
lesser,0,0,0,1,0,0
rocker,0,0,1,0,0,0
mike,0,0,1,0,0,1
good_acoustic,0,0,1,0,0,0
cut_line,0,0,1,0,0,0
get_front_line,0,0,1,0,0,0
hang_ceiling,0,0,1,0,0,0
gift_box,0,0,0,0,1,0
symposium,0,1,0,0,0,0
misplace,1,0,0,1,0,0
roll_over,0,0,1,0,0,0
swim_lake,0,0,0,0,0,1
play_computer,0,0,1,0,0,0
mine_gold,0,0,1,0,1,0
blow_away,0,0,0,0,1,0
cut_ribbon,0,0,1,0,0,0
stock_exchange,0,0,1,0,0,0
smoke_joint,0,1,0,0,0,0
floorboard,0,1,0,0,0,0
pump_blood,0,0,0,0,0,1
trash_bag,0,1,0,0,0,0
cast_shadow,0,0,1,0,1,0
perambulate,0,0,1,0,0,0
shatter,0,0,0,1,0,0
checker,0,0,1,0,0,0
prop_up,0,0,1,0,0,0
fly_around,0,0,1,0,0,0
compress,0,1,0,0,0,0
next_door,0,0,1,0,0,0
eat_peach,0,0,1,0,0,0
square_dance,0,0,1,0,0,0
jiggle,0,0,1,0,0,0
tennis_match,0,1,0,0,0,0
shovel_snow,0,0,0,1,0,0
cross_bridge,0,0,0,0,1,0
key_chain,0,0,1,0,0,0
internal,0,0,1,0,0,0
opposition,1,0,0,0,0,0
corrode,0,1,0,0,0,0
middle_road,0,0,0,0,0,1
safe_deposit_box,0,0,1,0,0,0
fall_down_flight_stair,0,0,0,0,0,1
crank,0,1,0,0,0,0
limit_time,0,0,0,0,0,1
storage_facility,0,1,0,0,0,0
pull_car,0,0,0,1,1,0
storage_area,0,1,0,0,0,0
under_umbrella,0,0,1,0,0,0
junk_yard,0,1,0,0,0,0
loose_end,0,0,0,1,0,0
plastic_bag,1,1,0,0,0,0
neighbour,0,1,0,0,0,0
junction,0,0,1,0,0,0
crossroad,0,0,0,0,0,1
pop_up,0,0,1,0,1,0
yelp,0,1,0,0,0,0
sink_water,0,0,0,0,0,1
read_aloud,0,0,1,0,0,0
electric_guitar,0,0,1,0,1,0
power_electricity,0,0,1,0,0,0
keep_food_cold,0,1,0,0,0,0
study_language,0,0,1,0,0,0
feel_energize,0,0,1,0,0,0
become_fatigue,0,1,0,0,0,0
build_strong_muscle,0,0,1,0,0,0
tyler,0,0,1,0,0,0
peelable,0,0,1,0,0,0
warn_sign,0,0,0,0,0,1
tangerine,0,1,0,0,0,0
judaism,0,1,0,0,0,0
bewilderment,0,1,0,0,1,0
type_credit_card,0,0,1,0,0,0
elderly,0,0,1,0,0,1
revitalise_yourself,0,0,1,0,0,0
shallow,0,1,0,1,0,0
exchange_gift,0,0,1,0,0,0
slinkie,0,0,1,0,1,0
revolutionary,0,0,0,0,1,0
time_waste,0,0,0,1,0,0
mini_bar,0,1,0,0,0,0
mind_control,1,0,0,0,0,0
think_idea,0,0,1,0,0,0
seat_chair,0,0,0,1,0,0
wood_board,0,0,1,0,0,0
examination_table,0,0,0,0,0,1
like_electricity,0,0,0,0,1,0
walk_exercise,0,0,1,0,0,0
hang_up_towel,0,0,1,0,0,0
two_part,0,0,0,1,0,0
crucifix,0,1,0,1,0,0
committee,0,0,1,0,0,0
belong_club,0,0,1,0,0,0
regularly,0,0,1,0,0,0
increase_vocabulary,0,0,1,0,0,0
white_water,0,0,1,0,0,0
cause_suffer,1,0,0,1,0,0
feel_grateful,0,0,1,0,0,0
get_job_done,0,0,1,0,0,0
business_man,0,0,1,0,0,0
work_done,0,0,1,0,0,0
kind_pet,0,0,1,0,0,0
dig_gold,0,0,1,0,1,0
mine_diamond,0,0,0,0,1,0
likely_discover_truth,0,0,1,0,1,0
chess_knight,0,0,1,0,1,0
salmon,0,0,1,0,1,0
put_ink_paper,0,0,1,0,0,0
structural_support,0,0,1,0,0,0
upright,0,0,1,0,0,0
build_support,0,0,1,0,0,0
support_structure,0,0,0,0,0,1
organize_information,0,0,1,0,0,0
beam,0,0,1,0,1,0
hold_match,0,0,1,0,1,0
rowboat,0,0,1,0,0,0
find_library,0,1,0,0,0,0
feedback,0,0,1,0,0,0
save_information,0,0,1,0,0,0
spell_wrong,0,0,1,0,0,0
music_storage,0,1,0,1,0,0
gypsy_moth,0,1,0,0,0,0
create_new_idea,0,0,1,0,0,0
keep_list,0,1,0,0,0,0
christmas_time,0,0,1,0,0,0
dog_toy,0,0,1,0,0,0
gland,0,1,0,0,0,0
fece,0,1,0,0,0,0
boom,0,0,0,0,1,0
slumber,0,0,1,0,0,0
bright_flash,0,0,0,0,1,0
scare_dog,1,1,0,0,0,0
zigzag,0,0,1,0,1,0
same_last,0,0,0,1,0,0
white_light,0,0,1,0,0,0
top_dog,0,0,1,0,0,0
high_rank,0,0,1,0,0,0
navy_rank,0,0,1,0,0,0
switch_computer,0,0,0,1,0,0
build_foundation,0,0,1,0,0,0
start_computer,0,0,1,0,0,0
list_appointment,0,1,0,0,0,0
appointment_book,0,1,0,0,0,0
cult,0,1,0,0,0,0
sect,0,1,0,0,0,0
screw_up,0,1,0,1,0,0
career_advancement,0,0,1,0,0,0
orchestra_play,0,1,0,0,0,0
report_news,1,0,1,1,0,0
naive_person,0,1,0,0,0,0
accident_happen,0,0,0,1,0,1
build_ground,0,0,1,0,0,0
four_leaf_clover,0,0,1,0,1,0
learn_art,0,0,1,0,0,0
take_up_time,0,0,1,0,0,0
lose_mind,1,0,0,0,0,0
walk_through_door,0,0,0,0,1,0
sport_play,0,0,1,0,0,0
nirvana,0,1,0,0,0,0
dagger,0,0,0,0,0,1
elm,0,0,1,0,0,0
cedar,0,0,1,0,0,0
large_plant,0,0,1,0,0,0
wet_hair,0,0,1,0,0,0
motel_room,0,1,0,0,0,0
shower_gel,0,1,0,0,0,0
boner,0,1,0,0,0,0
weak_acid,0,0,1,0,0,0
government_building,0,1,0,0,0,0
disarray,1,1,0,0,0,0
group_meet,0,0,1,0,0,0
social_group,0,0,1,0,0,0
disorganize,0,0,0,1,0,0
association,0,0,1,0,0,0
done_person,1,0,0,0,0,0
hunt_fish,0,0,1,0,1,0
pitch_tent,0,0,1,0,0,0
log_cabin,0,0,1,0,0,0
outpost,0,0,0,1,0,0
summer_vacation,0,1,1,0,0,0
desire_information,0,0,0,0,1,0
arrest_criminal,0,0,1,0,0,0
drug_addict,1,1,0,0,0,0
trip_acid,0,0,0,0,0,1
master_control,1,0,0,0,0,0
call_up,0,0,1,0,0,0
cougar,0,0,1,0,1,0
person_enjoy,0,0,1,0,0,0
keep_food_spoil,0,1,0,0,0,0
large_area_land,0,0,1,0,0,0
govern_person,0,0,1,0,0,0
scenery,0,0,1,0,0,0
political_entity,0,1,0,0,0,0
own_flag,0,0,1,0,0,0
britain,0,0,1,0,1,0
big_hat,0,0,1,0,0,0
make_sense,0,0,1,0,0,0
rational_think,0,0,1,0,0,0
terminate,0,0,0,1,0,0
fence_yard,0,0,1,0,0,0
dork,0,1,0,0,0,0
round_brush,0,0,1,0,0,0
capitol,0,0,1,0,0,0
follow_rule,1,1,0,0,0,0
