Word	HappRank	Havg	StDev	Gweb_Rank	TwitterRank	Gbook_Rank
wagner	2390	5.92	1.4686	3903	--	3068
maximal	2391	5.92	1.2428	2854	--	--
hof	2392	5.92	1.1925	2451	4773	2168
anna	2393	5.92	1.4546	2322	3195	4113
bauen	2394	5.92	1.0467	1402	2690	3900
aufrecht	2395	5.92	0.9655	--	--	4465
very	2396	5.92	1.3223	--	401	--
royal	2397	5.92	1.2591	4003	--	--
planung	2398	5.92	0.9655	1743	5092	2055
england	2399	5.92	1.3679	2585	2232	656
oben	2400	5.92	0.9223	180	1808	348
grosser	2401	5.92	1.2095	--	--	3577
öffnet	2402	5.92	1.1036	3866	4141	--
oki	2403	5.92	1.3974	--	4358	--
auswählen	2404	5.92	0.9655	962	--	--
learn	2405	5.92	1.4546	--	2050	--
ergänzt	2406	5.90	0.9530	4995	--	3347
final	2407	5.90	1.3439	4538	2071	--
erziehung	2408	5.90	1.2495	3149	--	1091
tempel	2409	5.90	1.1294	--	--	4617
watching	2410	5.90	0.9949	--	638	--
organismus	2411	5.90	0.9530	--	--	2368
gewiss	2412	5.90	0.9530	--	--	3974
meet	2413	5.90	1.0738	--	1024	--
wahrnehmung	2414	5.90	1.2495	--	--	1678
everywhere	2415	5.90	1.2330	--	4923	--
aktualisieren	2416	5.90	1.0152	2520	--	--
mind	2417	5.90	1.0738	4056	1306	--
einfachen	2418	5.90	0.9313	4495	--	1752
initiative	2419	5.90	1.2495	3328	--	2793
aktuellen	2420	5.90	0.9949	927	2755	3265
sichern	2421	5.90	1.2164	2819	2389	2254
veranstaltungskalender	2422	5.90	1.2657	3083	--	--
españa	2423	5.90	1.7409	3462	--	--
größeres	2424	5.90	0.8864	3562	--	--
weiterbildung	2425	5.90	1.0546	1577	5031	--
dasein	2426	5.90	1.1294	--	--	1931
ganzes	2427	5.90	1.1294	--	--	1914
emily	2428	5.90	1.3132	--	3113	--
vorschau	2429	5.90	0.7890	1760	--	--
stillen	2430	5.90	1.1650	--	--	5041
vorstellung	2431	5.90	1.0926	3473	--	725
fundbüro	2432	5.90	1.0926	1270	--	--
ganze	2433	5.90	0.9530	833	653	250
empfohlene	2434	5.90	0.8144	4805	--	--
oberste	2435	5.90	0.9530	--	--	4611
ländlichen	2436	5.90	1.2976	--	--	4502
zuschauer	2437	5.90	0.8864	4349	--	4599
mission	2438	5.90	1.1473	--	2793	3184
wissenschaftlicher	2439	5.90	1.2495	--	--	3167
lesezeichen	2440	5.90	1.0152	1610	--	--
chat	2441	5.90	1.1824	1227	1214	--
hits	2442	5.90	1.0926	1882	3529	--
e-mail-adresse	2443	5.90	1.0738	895	--	--
gaming	2444	5.90	1.7291	4794	--	--
titel	2445	5.90	0.9530	314	2435	1017
#stellenangebote	2446	5.90	1.2330	--	892	--
veränderung	2447	5.90	1.1473	3982	--	1161
shake	2448	5.90	0.9742	--	4262	--
gewährleistung	2449	5.90	0.9742	4398	--	--
gelang	2450	5.90	1.0546	--	--	1826
jahrhundert	2451	5.90	0.9742	2476	--	521
Übersicht	2452	5.90	1.1294	244	--	2985
you	2453	5.90	1.1824	492	11	3830
bon	2454	5.90	1.3286	--	4376	--
entdeckt	2455	5.90	1.1473	4043	1925	3487
soziale	2456	5.90	1.2164	1905	3609	629
erwerben	2457	5.90	0.8144	3710	--	4397
männlich	2458	5.90	1.0546	4251	--	--
jederzeit	2459	5.90	1.0738	1381	--	3557
stayfriends	2460	5.90	1.3887	2152	--	--
fortsetzung	2461	5.90	1.0738	--	--	2559
trend	2462	5.90	1.1824	3374	1064	--
duo	2463	5.90	1.1112	2752	--	--
Österreich	2464	5.90	1.3286	247	1802	804
darf	2465	5.90	0.8864	841	506	384
einander	2466	5.90	1.0546	--	--	686
ethische	2467	5.90	1.3286	--	--	5047
Öffentlichkeit	2468	5.90	1.2657	3952	--	1480
various	2469	5.90	1.0351	3909	--	--
arbeitsteilung	2470	5.90	1.0926	--	--	5119
rot	2471	5.90	0.8631	1340	1676	4024
receive	2472	5.90	1.0351	--	4844	--
erkennt	2473	5.90	1.0738	5136	4688	2159
singapur	2474	5.90	1.4604	3654	--	--
erwachsene	2475	5.90	1.2817	2551	--	--
redaktion	2476	5.90	1.0926	579	--	4854
beine	2477	5.90	1.1650	--	2577	--
erzeugung	2478	5.90	1.1294	--	--	3814
erfahrungsberichte	2479	5.90	1.2976	1239	--	--
#hamburg	2480	5.90	1.5017	--	1540	--
moment	2481	5.90	1.0926	2308	408	1186
gnade	2482	5.90	1.5940	--	--	3188
oesterreich	2483	5.90	1.2164	--	--	4108
deutscher	2484	5.90	1.2657	1082	2234	783
april	2485	5.90	1.1995	514	2887	665
körper	2486	5.90	1.3132	1672	2418	759
verfassen	2487	5.90	1.0351	1202	--	--
gehören	2488	5.90	1.0351	1062	3839	893
aktion	2489	5.90	0.9742	1897	1876	2713
geil	2490	5.90	1.8323	3102	375	--
gruppe	2491	5.90	1.1650	644	2534	499
haare	2492	5.90	1.1995	3934	1265	--
laune	2493	5.90	1.3590	--	1978	--
kombination	2494	5.90	1.0738	3010	--	3563
read	2495	5.90	1.1294	--	574	--
teilnahme	2496	5.90	0.8864	2722	--	2582
services	2497	5.90	1.1112	695	3814	--
tennis	2498	5.90	1.3439	3235	--	--
smartphone	2499	5.88	1.6243	--	1733	--
konzepte	2500	5.88	0.9613	--	--	4623
türchen	2501	5.88	1.3192	--	913	--
junger	2502	5.88	1.4234	--	--	4132
verbündeten	2503	5.88	1.2395	--	--	3864
laura	2504	5.88	1.4658	--	4482	--
jahrhunderte	2505	5.88	1.1364	--	--	3472
understand	2506	5.88	1.2558	--	1722	--
routenplaner	2507	5.88	1.3346	1157	--	--
kaufberatung	2508	5.88	1.1183	2255	--	--
präsentiert	2509	5.88	0.7730	2248	3023	--
more	2510	5.88	1.0999	788	190	2701
#kultur	2511	5.88	1.5338	--	3831	--
heiß	2512	5.88	1.5338	--	2751	--
big	2513	5.88	1.0230	1824	403	--
bewahren	2514	5.88	1.1183	--	--	3956
king	2515	5.88	1.7454	2554	1701	--
land	2516	5.88	0.9613	316	1027	379
erweitert	2517	5.88	0.8722	2736	--	2885
bildstrecke	2518	5.88	0.9398	--	4763	--
contact	2519	5.88	0.9179	1569	--	--
anwesenheit	2520	5.88	1.1891	--	--	4491
münchen	2521	5.88	1.6492	277	496	476
sendung	2522	5.88	0.9823	3202	2199	--
angeboten	2523	5.88	0.8722	1331	--	4519
detaillierte	2524	5.88	1.0230	2561	--	--
münster	2525	5.88	1.4518	1583	3005	3275
beginning	2526	5.88	1.5602	--	5070	--
stellenangebote	2527	5.88	1.3797	857	--	--
moralisch	2528	5.88	1.5070	--	--	4946
bekommst	2529	5.88	0.9179	--	3216	--
angemessen	2530	5.88	0.9613	--	--	4231
unterkünfte	2531	5.88	1.1718	2731	--	--
testen	2532	5.88	0.7990	2127	2893	--
fahrzeug	2533	5.88	1.3346	2473	--	--
reduziert	2534	5.88	1.5205	3961	2419	3888
antiken	2535	5.88	1.4377	--	--	3872
adidas	2536	5.88	1.4090	3676	4725	--
bach	2537	5.88	1.2720	4916	--	--
botschaft	2538	5.88	0.9398	--	--	3229
bauer	2539	5.88	1.1718	3426	4772	3158
wild	2540	5.88	1.3192	3852	2563	--
local	2541	5.88	0.8953	4795	--	--
entstehen	2542	5.88	1.0622	2024	--	937
global	2543	5.88	1.3498	2396	2791	--
tutorial	2544	5.88	1.3649	--	3784	--
aussehen	2545	5.88	1.0029	3111	2618	3802
ahnung	2546	5.88	0.9823	4389	1158	--
figur	2547	5.88	1.1718	3248	--	1899
zusammenfassung	2548	5.88	0.9398	3499	--	2619
verteilung	2549	5.88	0.8953	4682	--	1748
update	2550	5.88	1.2720	1166	824	--
sponsoren	2551	5.88	1.4234	4550	--	--
handball	2552	5.88	1.3037	4603	--	--
reaktion	2553	5.88	1.0812	5095	--	1629
empfiehlt	2554	5.88	1.0812	4657	3816	4800
entwickelte	2555	5.88	0.9398	--	--	2106
ursprünglich	2556	5.88	0.8953	5129	--	1447
organisiert	2557	5.88	1.1542	5049	--	4286
bandname	2558	5.88	1.4090	--	4765	--
lernt	2559	5.88	0.9613	--	4890	--
gespielt	2560	5.88	1.2395	3101	2575	4127
verlängert	2561	5.88	1.0428	--	4707	--
referenzen	2562	5.88	0.9179	1893	--	--
erhaltung	2563	5.88	1.0622	--	--	2073
innenstadt	2564	5.88	1.2395	4678	--	--
findet	2565	5.88	0.9613	658	818	350
beide	2566	5.88	1.0230	1109	1596	358
erreichte	2567	5.88	0.9823	--	--	2821
sphäre	2568	5.88	1.0029	--	--	3030
mythos	2569	5.88	1.2061	--	--	3692
#angebot	2570	5.88	1.5338	--	3269	--
überaus	2571	5.88	1.0999	--	--	3673
zulässig	2572	5.88	1.1718	5021	--	4403
beispiele	2573	5.86	0.9260	2183	--	1180
großen	2574	5.86	1.0692	707	1405	201
taschenbuch	2575	5.86	1.2938	4406	--	--
herkunft	2576	5.86	1.0692	2452	--	2423
veröffentlichungen	2577	5.86	1.2779	4631	--	3758
mögliche	2578	5.86	0.9260	2835	--	1977
rund	2579	5.86	0.9899	372	1410	1495
ausgestattet	2580	5.86	1.0692	3766	--	--
höheren	2581	5.86	0.8332	3180	--	941
shows	2582	5.86	1.3554	--	2717	--
kameras	2583	5.86	0.9899	3031	--	--
grundlage	2584	5.86	0.9478	2151	--	566
übersetzt	2585	5.86	1.0304	--	--	4316
gesamtheit	2586	5.86	1.2938	--	--	2882
definitely	2587	5.86	1.4287	--	4237	--
einkaufswagen	2588	5.86	1.3403	2861	--	--
facebook	2589	5.86	1.8737	1348	177	--
fülle	2590	5.86	1.2291	--	--	2082
teen	2591	5.86	1.1068	--	3422	--
online-shop	2592	5.86	1.0882	3386	--	--
view	2593	5.86	1.0500	1268	3052	--
modell	2594	5.86	1.3704	1029	3462	1297
geschaffen	2595	5.86	1.3704	4499	--	1249
auktion	2596	5.86	1.1782	3489	--	--
Übertragung	2597	5.86	1.0692	5036	--	3322
fahren	2598	5.86	1.2291	1414	1050	3776
aufgenommen	2599	5.86	0.8332	2354	--	1295
alles	2600	5.86	0.9899	158	133	175
wohnt	2601	5.86	0.8332	--	4879	--
vielfach	2602	5.86	0.9478	--	--	1221
business	2603	5.86	1.2938	453	1055	4576
mexiko	2604	5.86	1.4984	3011	--	--
total	2605	5.86	1.0882	1273	637	4497
amazon	2606	5.86	1.4287	1010	370	--
schreibe	2607	5.86	0.9899	5032	2243	--
begleitet	2608	5.86	1.0104	--	--	2975
lösen	2609	5.86	1.1430	2586	--	1878
#lol	2610	5.86	2.1760	--	3930	--
sprachlichen	2611	5.86	0.9691	--	--	3400
answer	2612	5.86	1.1954	--	2129	--
eigene	2613	5.86	1.0104	647	1611	444
auswahl	2614	5.86	1.0500	731	3754	1903
kommen	2615	5.86	1.0882	427	371	256
español	2616	5.86	1.5254	2222	--	--
bündnis	2617	5.86	1.1430	--	--	4274
zeitzeugen	2618	5.86	0.9691	1926	--	--
auskunft	2619	5.86	0.9037	3691	--	4341
walking	2620	5.86	0.8809	--	3520	--
königs	2621	5.86	1.5120	--	--	1922
ursprung	2622	5.86	1.2124	--	--	1916
einrichten	2623	5.86	1.1068	2848	--	--
review	2624	5.86	1.3095	2642	1852	3907
konto	2625	5.86	1.2124	820	3237	--
kräften	2626	5.86	1.0692	--	--	2518
vieles	2627	5.86	0.9478	3065	4204	2967
verbundene	2628	5.86	0.7827	--	--	4849
europäischen	2629	5.86	0.9899	1310	--	574
geistigen	2630	5.86	1.1068	--	--	1020
verschicken	2631	5.86	0.9478	3419	--	--
we	2632	5.86	1.2618	1285	117	1881
logische	2633	5.86	0.9691	--	--	3420
sortiment	2634	5.86	1.2618	4762	--	--
swiss	2635	5.86	1.2618	3504	4636	--
tom	2636	5.86	1.1608	2199	894	--
größeren	2637	5.86	0.9037	3878	--	1203
much	2638	5.86	1.0882	--	210	--
wirklichen	2639	5.86	0.9691	--	--	1800
variante	2640	5.86	1.2124	4233	--	4821
beigetragen	2641	5.86	1.0304	--	--	4215
lernten	2642	5.86	1.0500	--	4975	--
washington	2643	5.86	1.2779	--	4629	3161
dafür	2644	5.86	0.9037	534	527	308
photoset	2645	5.86	1.0882	--	464	--
teilnehmer	2646	5.86	1.1068	1619	--	3315
camping	2647	5.86	1.6661	3739	--	--
soziologie	2648	5.86	1.4144	--	--	2100
eier	2649	5.86	1.2456	--	4896	--
serie	2650	5.86	1.0692	1297	1988	4714
tasche	2651	5.86	0.9899	3887	2868	--
anthropologie	2652	5.86	1.4429	--	--	4914
wahren	2653	5.86	0.8809	--	--	1466
bekannt	2654	5.86	0.9037	933	2143	551
red	2655	5.86	1.0104	1938	1041	--
austausch	2656	5.86	1.3403	4306	--	4068
nahe	2657	5.86	1.1250	2769	--	957
zoom	2658	5.86	1.2124	2836	5123	--
remix	2659	5.86	1.1068	--	1776	--
ritter	2660	5.86	1.4984	--	--	3059
gründlich	2661	5.86	0.9899	--	--	5033
eigener	2662	5.86	0.9899	3023	4128	1851
verbunden	2663	5.86	1.1068	2003	--	676
coldplay	2664	5.86	1.8845	--	4465	--
fachhochschule	2665	5.86	1.5520	4799	--	--
challenge	2666	5.86	1.2618	--	4893	--
jugendliche	2667	5.86	1.1954	2002	--	3769
aufträge	2668	5.86	1.1608	5101	--	--
gestartet	2669	5.86	0.7287	4717	3440	--
begegnen	2670	5.86	1.0692	--	--	2867
betrachtungen	2671	5.86	1.0304	--	--	3424
wörter	2672	5.86	1.1782	2217	--	3326
high	2673	5.86	0.9899	1246	1217	--
workshops	2674	5.84	1.1493	3900	--	--
zürich	2675	5.84	1.4049	934	1429	1650
größen	2676	5.84	0.9116	4428	--	4558
euch	2677	5.84	0.9337	551	146	1474
geeigneten	2678	5.84	0.8657	--	--	4688
potter	2679	5.84	1.2675	--	2072	--
image	2680	5.84	1.1493	1591	4484	--
handeln	2681	5.84	0.8657	2055	--	720
bestreben	2682	5.84	1.1843	--	--	3804
yaaa	2683	5.84	1.9416	--	4875	--
vermehrung	2684	5.84	1.1314	--	--	3958
telefon	2685	5.84	1.0568	285	2323	--
downloads	2686	5.84	1.0759	471	--	--
sender	2687	5.84	1.0174	3482	--	--
originalbild	2688	5.84	1.0373	3826	--	--
austria	2689	5.84	1.4758	2081	2200	--
verlag	2690	5.84	1.0373	666	--	853
bezahlt	2691	5.84	1.0568	4378	4646	4383
sendungen	2692	5.84	1.0947	4296	--	--
lieferung	2693	5.84	0.9337	972	--	--
diaries	2694	5.84	1.2993	--	4000	--
profil	2695	5.84	1.1843	202	1999	--
ha	2696	5.84	1.0947	2641	788	2178
passt	2697	5.84	0.9337	2357	1198	--
french	2698	5.84	1.2675	5114	3251	--
jugendschutz	2699	5.84	1.3456	4623	--	--
dvd	2700	5.84	1.1314	322	1067	--
animated	2701	5.84	0.9765	--	2843	--
boom	2702	5.84	1.6208	--	4255	--
westen	2703	5.84	1.1669	4078	--	1457
gewiß	2704	5.84	1.2182	--	--	1163
geschäft	2705	5.84	0.9971	3800	3463	3228
leo	2706	5.84	0.9337	--	4464	--
autors	2707	5.84	1.3607	--	--	4607
talk	2708	5.84	1.1132	3589	746	--
antworten	2709	5.84	0.8657	177	2565	2295
malaysia	2710	5.84	1.5167	4234	--	--
beginnt	2711	5.84	0.9553	1640	1859	1265
humboldt	2712	5.84	1.2182	--	--	4705
poker	2713	5.84	1.3607	4477	--	--
vita	2714	5.84	1.4758	--	4761	--
beamer	2715	5.84	1.0947	4401	--	--
dimension	2716	5.84	1.1493	--	--	2700
grundschule	2717	5.84	1.2513	3217	--	--
erzielen	2718	5.84	1.0947	--	--	3317
glaube	2719	5.84	1.4619	1772	661	840
vollen	2720	5.84	0.8657	--	--	2399
eindeutig	2721	5.84	1.1493	3842	3783	1853
prinzen	2722	5.84	1.4194	--	--	4428
gelb	2723	5.84	0.9337	2969	--	--
grundstück	2724	5.84	1.1314	4164	--	--
released	2725	5.84	1.1314	--	3299	--
städte	2726	5.84	0.9971	1575	--	1414
many	2727	5.84	0.9553	--	685	--
kennst	2728	5.84	1.0373	--	2194	--
nina	2729	5.84	1.2182	--	3007	--
antiquariat	2730	5.84	1.4479	3827	--	--
bewahrt	2731	5.84	0.9971	--	--	4520
sichtbar	2732	5.84	0.8889	2906	--	1796
automatisch	2733	5.84	0.8889	1333	3383	4924
bemerken	2734	5.84	1.0174	--	--	2768
historischer	2735	5.84	1.1493	--	--	3957
argumente	2736	5.84	1.0759	--	--	3496
verein	2737	5.84	1.1314	1160	--	2324
haben	2738	5.84	1.1314	66	101	59
yaa	2739	5.84	1.7186	--	2718	--
verbundenen	2740	5.84	1.0174	--	--	2845
bekomme	2741	5.84	1.0759	4290	1534	--
nachti	2742	5.84	1.6081	--	4126	--
michael	2743	5.84	1.3303	619	923	2215
möchte	2744	5.84	1.0947	700	486	657
gives	2745	5.84	1.0568	--	3900	--
thinks	2746	5.84	1.2349	--	4232	--
zentrum	2747	5.84	0.9971	1509	--	1854
check	2748	5.84	1.0568	3882	396	--
direkt	2749	5.84	1.2513	348	953	1064
höherer	2750	5.84	1.0759	--	--	3764
beobachtungen	2751	5.84	1.0373	--	--	1626
multimedia	2752	5.84	1.2014	1283	--	--
geile	2753	5.84	1.7186	3875	847	--
digital	2754	5.84	1.0373	852	1582	--
gekauft	2755	5.84	1.2349	1885	642	--
texte	2756	5.84	1.1843	1462	4976	1729
traditionellen	2757	5.84	1.1493	--	--	2545
downloaden	2758	5.84	0.9553	2954	4887	--
anschauen	2759	5.84	1.0568	4012	2201	--
großer	2760	5.84	0.8418	1667	1919	873
betreuung	2761	5.84	1.0568	2397	--	--
ausbau	2762	5.84	0.8657	3920	--	3054
buchstaben	2763	5.84	0.9337	--	--	4348
teilnehmen	2764	5.84	0.9765	3135	--	--
persönlichen	2765	5.84	1.1493	1823	--	1322
updates	2766	5.84	0.9116	3674	4272	--
arbeitsplatz	2767	5.84	1.4896	4708	--	--
blätter	2768	5.84	0.9553	--	--	2474
always	2769	5.84	1.3903	--	389	--
stream	2770	5.84	1.2349	--	2545	--
alben	2771	5.84	1.3303	1708	--	--
paul	2772	5.84	1.3303	1234	1750	1202
zeichnet	2773	5.84	0.9553	--	--	4414
mitglied	2774	5.84	0.9553	290	4774	1482
installiert	2775	5.84	0.9765	2784	--	--
share	2776	5.82	1.5211	4677	921	--
kaufe	2777	5.82	1.1192	--	4573	--
zeichen	2778	5.82	1.2237	1700	2280	881
wesen	2779	5.82	0.9190	--	--	373
results	2780	5.82	1.0240	--	4058	--
move	2781	5.82	1.0821	--	2763	--
meisten	2782	5.82	0.8734	1057	1482	500
lautsprecher	2783	5.82	1.0039	2824	--	--
ausgewählt	2784	5.82	0.8734	3459	--	--
forward	2785	5.82	1.2728	--	2633	--
weiß	2786	5.82	1.0039	547	243	607
obere	2787	5.82	0.9624	--	--	4439
dm	2788	5.82	1.1373	2220	812	1284
begriffen	2789	5.82	0.9190	--	--	1532
eigenschaften	2790	5.82	1.0437	2010	--	1028
fazit	2791	5.82	0.8497	4026	--	--
benachrichtigen	2792	5.82	1.1008	3999	--	--
beantwortung	2793	5.82	1.1551	--	--	4980
ausgestaltung	2794	5.82	0.8734	--	--	4859
tablet	2795	5.82	1.2403	--	2593	--
schweizerischen	2796	5.82	1.2403	--	--	3732
eins	2797	5.82	1.0821	2681	1119	2185
größere	2798	5.82	0.8734	2425	--	1022
ice	2799	5.82	1.6249	4886	1639	--
anbieten	2800	5.82	0.5602	2683	--	--
casper	2801	5.82	1.6866	--	4280	--
let's	2802	5.82	1.0437	--	767	--
existieren	2803	5.82	1.0821	--	--	3507
buy	2804	5.82	0.9409	2359	1124	--
hoffentlich	2805	5.82	1.3656	--	1117	--
zusammenhänge	2806	5.82	0.8965	--	--	2429
erhalten	2807	5.82	0.9190	365	718	317
fernsehen	2808	5.82	1.6744	1675	1954	4496
engländer	2809	5.82	1.4097	--	--	3538
weiter	2810	5.82	0.9833	187	343	229
wesentliche	2811	5.82	0.8734	4981	--	1373
ard	2812	5.82	1.4097	3932	3354	--
kenne	2813	5.82	0.9624	4103	1689	--
schnelle	2814	5.82	1.1373	2507	4990	--
bevorzugt	2815	5.82	1.3506	2739	--	--
näher	2816	5.82	0.9409	3250	4913	977
ungarn	2817	5.82	1.4097	2367	--	1569
berufen	2818	5.82	1.0631	--	--	2060
persönliches	2819	5.82	0.9833	5132	--	--
optik	2820	5.82	1.0821	2937	--	--
reader	2821	5.82	1.0039	3926	--	--
nacht	2822	5.82	1.2567	1193	227	1278
erhält	2823	5.82	1.0240	1919	2736	1151
anfang	2824	5.82	1.0631	611	1512	483
today	2825	5.82	0.9409	--	249	--
begegnet	2826	5.82	1.0240	--	--	3502
susanne	2827	5.82	1.2403	3733	--	--
präsident	2828	5.82	1.2728	2934	3031	1827
members	2829	5.82	0.8965	4287	--	--
piece	2830	5.82	1.2887	--	4592	--
erstens	2831	5.82	1.0240	--	--	2561
look	2832	5.82	1.0631	--	399	--
mitarbeitern	2833	5.82	0.9190	4934	--	4823
existiert	2834	5.82	0.8003	1579	--	3196
schüler	2835	5.82	1.0240	943	3423	942
jahresrückblick	2836	5.82	1.1726	--	2590	--
mitgliedschaft	2837	5.82	1.2567	4001	--	--
konzeption	2838	5.82	0.8734	--	--	2179
kita	2839	5.82	1.1899	--	5060	--
mittelstand	2840	5.82	0.9833	4255	--	--
words	2841	5.82	1.0821	--	1738	--
laufen	2842	5.82	0.9833	1661	1280	3517
temperature	2843	5.82	1.0631	--	3127	--
sprechen	2844	5.82	0.9190	2045	2319	612
bless	2845	5.82	1.9968	--	4786	--
gesellschaftlich	2846	5.82	1.2237	--	--	5032
gesamt	2847	5.82	1.0240	1665	4682	--
yourself	2848	5.82	1.1373	--	1201	--
wiener	2849	5.82	1.0437	2288	3932	1585
mittelalter	2850	5.82	1.4665	--	--	2595
kontakten	2851	5.82	1.2070	2580	--	--
linda	2852	5.82	1.2070	--	4872	--
motto	2853	5.82	0.9624	3917	4987	--
annehmen	2854	5.82	1.0039	--	--	1505
erworben	2855	5.82	0.9190	--	--	3403
#wien	2856	5.82	1.7106	--	3352	--
voller	2857	5.82	1.1726	2699	2228	2480
sicht	2858	5.82	1.1008	2124	4025	1281
punkte	2859	5.82	0.8497	1019	2488	1272
ehe	2860	5.82	1.4803	4076	--	850
führende	2861	5.82	1.0437	--	--	5029
public	2862	5.82	1.2070	1713	3637	2998
jugendlichen	2863	5.82	1.3045	2753	--	2029
gegessen	2864	5.82	1.0437	--	2994	--
vorne	2865	5.82	1.0039	2743	3518	--
looking	2866	5.82	1.0039	--	805	--
head	2867	5.82	1.0240	5100	1397	--
überlegen	2868	5.80	1.0102	--	4582	4579
vorhandensein	2869	5.80	0.9476	--	--	4176
nutzen	2870	5.80	0.9476	586	1278	1166
vermöge	2871	5.80	1.2778	--	--	4794
go	2872	5.80	1.2289	1334	202	--
darfst	2873	5.80	1.0302	--	4036	--
verse	2874	5.80	1.0690	--	--	5138
you*	2875	5.80	1.4569	--	3054	--
ciao	2876	5.80	1.2289	620	--	--
hauptstadt	2877	5.80	1.6537	--	--	3136
anrufen	2878	5.80	1.1066	1810	3728	--
symbol	2879	5.80	0.9689	2928	--	3284
berücksichtigen	2880	5.80	1.0498	5052	--	2206
startet	2881	5.80	0.8081	3192	1451	--
weiss	2882	5.80	0.9897	1322	1091	3017
make	2883	5.80	1.1780	4142	255	--
zeitgenossen	2884	5.80	1.2617	--	--	3893
hinweise	2885	5.80	0.9897	685	--	2812
argentinien	2886	5.80	1.5649	3661	--	--
empfänger	2887	5.80	1.1429	2147	--	--
revolutionäre	2888	5.80	1.4428	--	--	3521
komme	2889	5.80	0.9258	3940	946	3182
snapshots	2890	5.80	1.1429	3937	--	--
ausgewählten	2891	5.80	0.9897	4385	--	--
auge	2892	5.80	1.2122	3285	2995	995
angemeldet	2893	5.80	1.0498	668	--	--
warenkorb	2894	5.80	1.3401	344	--	--
geschrieben	2895	5.80	1.0302	654	1029	1405
verstärkt	2896	5.80	0.9258	4864	--	2445
kunden	2897	5.80	1.0302	375	1087	2030
reform	2898	5.80	1.2289	--	--	2176
all	2899	5.80	1.0102	425	114	581
erscheinen	2900	5.80	0.9258	2827	--	588
recherche	2901	5.80	1.2289	4396	--	--
drive	2902	5.80	1.2289	--	3034	--
gelehrten	2903	5.80	1.2122	--	--	2870
every	2904	5.80	0.9035	--	623	--
würde	2905	5.80	1.1249	454	286	152
bewiesen	2906	5.80	1.0880	--	--	3409
grand	2907	5.80	1.3248	2883	3563	--
erstes	2908	5.80	1.1780	2899	2124	3908
szene	2909	5.80	1.0690	3594	--	3092
beantworten	2910	5.80	0.8806	3573	--	4039
suchergebnis	2911	5.80	1.2778	3118	--	--
dach	2912	5.80	1.0302	4033	3629	--
motor	2913	5.80	1.1429	1300	3684	--
podcast	2914	5.80	1.2289	3782	1761	--
internetseiten	2915	5.80	1.0690	2388	--	--
figuren	2916	5.80	0.8571	4183	--	2161
unserer	2917	5.80	1.0302	423	1238	284
contest	2918	5.80	1.0498	--	4937	--
entschluß	2919	5.80	0.9035	--	--	5037
bildete	2920	5.80	0.8330	--	--	2576
weather	2921	5.80	1.2122	--	3133	--
sandra	2922	5.80	1.4142	4279	3506	--
simply	2923	5.80	1.1429	--	4305	--
angefangen	2924	5.80	0.8330	--	3211	--
besuchte	2925	5.80	0.8330	2214	--	--
ausgeführt	2926	5.80	1.0102	3735	--	1850
hinweis	2927	5.80	1.0302	436	4354	1654
käufer	2928	5.80	1.0690	1806	--	--
erhalt	2929	5.80	1.0302	4112	--	--
mate	2930	5.80	1.1952	--	4498	--
pariser	2931	5.80	1.2454	--	--	3299
bachelor	2932	5.80	1.1952	4866	--	--
Ägypten	2933	5.80	1.7379	3855	4260	4866
diskutieren	2934	5.80	1.2122	2766	--	--
möglich	2935	5.80	1.0880	312	1244	230
dichters	2936	5.80	1.2617	--	--	3722
kunde	2937	5.80	0.9035	1536	3415	4654
entstehung	2938	5.80	0.8330	--	--	1115
unternehmen	2939	5.80	1.0302	195	1388	490
ländern	2940	5.80	1.0302	1942	--	737
babe	2941	5.80	1.5253	--	1892	--
erwartungen	2942	5.80	1.0690	--	--	2941
draußen	2943	5.80	1.2936	--	1444	4979
schaue	2944	5.80	0.7559	--	2712	--
erkennbar	2945	5.80	0.7825	--	--	3004
prince	2946	5.80	1.4286	--	5007	--
inhalt	2947	5.80	0.8571	324	4611	646
roller	2948	5.80	1.0880	4962	4974	--
erklärt	2949	5.80	0.7825	1784	2105	639
nachrichten	2950	5.80	1.2289	238	931	2240
erhöhung	2951	5.80	1.3553	5048	--	2087
betrachten	2952	5.80	0.9476	3367	--	1053
fahrer	2953	5.80	1.0102	3167	--	--
passende	2954	5.80	0.9476	2877	2031	--
bestrebungen	2955	5.80	1.2122	--	--	2607
aufenthalt	2956	5.80	0.9258	4910	--	3798
pädagogik	2957	5.80	1.0498	--	--	3842
ride	2958	5.80	0.9689	--	4871	--
amerikaner	2959	5.80	1.3093	--	--	4151
project	2960	5.78	1.0934	3259	1948	--
optische	2961	5.78	1.3293	5146	--	--
hear	2962	5.78	1.0934	--	1230	--
charts	2963	5.78	1.2982	1170	4242	--
heil	2964	5.78	1.4039	--	--	3841
grossen	2965	5.78	1.0554	4399	--	1111
reviews	2966	5.78	1.0746	2620	--	--
bedeutende	2967	5.78	1.1301	--	--	2516
knows	2968	5.78	1.1830	--	2428	--
gegenseitigen	2969	5.78	0.9957	--	--	3797
layout	2970	5.78	1.0359	4431	--	--
erwarten	2971	5.78	1.0554	2707	2967	1230
eigenschaft	2972	5.78	0.9538	--	--	2160
erinnert	2973	5.78	0.8640	--	3021	2089
hosen	2974	5.78	0.8873	4616	--	--
wachsende	2975	5.78	1.1119	--	--	4679
