Word	Havg	StDev	FreqListRank	TwitterRank
menghentikan	8559	4.46	1.1643	795	--
cubit	8560	4.46	1.4737	--	4177
loh	8561	4.46	1.0539	--	222
cabut	8562	4.46	1.5806	--	3936
lwn	8563	4.46	1.1988	--	4121
#gombal	8564	4.46	1.6563	--	3254
membiarkanmu	8565	4.46	1.1643	3209	--
mengambang	8566	4.46	1.2811	5774	--
gk	8567	4.46	1.1466	2367	87
akibatnya	8568	4.46	0.9304	5525	--
elah	8569	4.46	1.0144	--	3326
berkeringat	8570	4.44	1.1634	4801	--
tidaklah	8571	4.44	1.0721	3165	--
lubang	8572	4.44	1.3577	851	--
yaah	8573	4.44	1.6433	--	1086
*lempar	8574	4.44	1.2961	--	5153
kapak	8575	4.44	1.2961	6001	--
fuhrer	8576	4.44	1.5407	4868	--
segel	8577	4.44	1.2149	4177	--
-_-v	8578	4.44	1.5670	--	4694
crewe	8579	4.44	1.2149	4690	--
*loh	8580	4.44	0.9930	--	5152
führerku	8581	4.44	1.3726	6180	--
hannibal	8582	4.44	1.1808	6185	--
ups	8583	4.44	1.1808	--	4547
evakuasi	8584	4.44	1.7975	3115	--
stop	8585	4.44	1.0721	1044	1399
aw	8586	4.44	1.3273	3753	1480
last	8587	4.44	1.2316	--	1148
jarang	8588	4.44	1.1634	2971	1098
bye	8589	4.44	1.3874	775	1188
mengeluarkanmu	8590	4.44	1.5140	5086	--
blm	8591	4.44	0.8369	--	265
omg	8592	4.42	1.3864	--	2513
-_-rt	8593	4.42	1.2792	--	1172
walah	8594	4.42	1.2469	--	3855
ndk	8595	4.42	0.9916	--	1482
wek	8596	4.42	1.2304	--	5948
diam	8597	4.42	1.3716	316	1171
lumpur	8598	4.42	1.2304	3284	--
bukan	8599	4.42	1.1796	48	76
janganlah	8600	4.42	1.2469	--	2464
pedang	8601	4.42	1.2950	1070	--
blum	8602	4.42	1.0319	--	884
buset	8603	4.42	1.2631	--	3314
hindari	8604	4.42	1.3566	--	5992
taruhan	8605	4.42	1.4441	1998	--
beh	8606	4.42	1.1265	--	1778
slh	8607	4.42	1.1968	--	2417
menghindari	8608	4.42	1.2304	2327	--
bergumam	8609	4.42	1.1968	6049	--
führer	8610	4.42	1.3107	4156	--
namun	8611	4.42	0.9916	627	767
ouh	8612	4.42	1.1265	--	3197
_/&gt_&lt'	8613	4.42	1.1796	--	5697
far	8614	4.42	1.3262	--	3661
hiu	8615	4.42	1.2950	2784	--
ngk	8616	4.42	1.1622	--	2050
masalalu	8617	4.42	1.4859	--	5681
bertaruh	8618	4.42	1.3864	1457	--
gosip	8619	4.42	1.6174	6010	2483
berkeliaran	8620	4.42	1.4010	3147	--
dewe	8621	4.42	1.0897	--	3007
terobsesi	8622	4.40	1.3851	4564	--
iii	8623	4.40	1.0102	--	3666
peti	8624	4.40	1.2936	2114	--
donkey	8625	4.40	1.0302	5399	--
gaa	8626	4.40	1.0880	--	2378
anehnya	8627	4.40	1.0102	6126	--
ga'	8628	4.40	1.1606	--	5192
sunyi	8629	4.40	1.3851	--	4675
huft	8630	4.40	1.0498	--	2450
adu	8631	4.40	1.3093	--	5483
putuskan	8632	4.40	1.1780	2558	--
gda	8633	4.40	1.0498	--	4341
nothing	8634	4.40	1.2778	5691	1461
tiarap	8635	4.40	1.2778	1850	--
bkn	8636	4.40	1.2454	--	536
jauhkan	8637	4.40	1.2454	2153	--
tauk	8638	4.38	1.2103	--	4473
without	8639	4.38	1.1933	--	1870
sensor	8640	4.38	1.2271	3981	--
ababil	8641	4.38	1.5504	--	5176
memotongnya	8642	4.38	1.2760	6211	--
melewatkan	8643	4.38	1.2599	2073	--
gra2	8644	4.38	1.1409	--	5212
terserah	8645	4.38	1.2103	1253	1251
udahan	8646	4.38	1.2760	--	3311
yahudi	8647	4.38	1.6769	1092	--
penis	8648	4.38	1.4553	2553	--
melulu	8649	4.38	1.2599	--	4406
terakhirmu	8650	4.38	1.3231	5433	--
dih	8651	4.38	0.9875	--	1190
berhenti	8652	4.38	1.0079	177	1051
galo	8653	4.38	1.3686	--	4458
menembakmu	8654	4.38	1.9472	3787	--
menurunkan	8655	4.38	1.1761	3011	--
#ng	8656	4.38	1.1045	--	3433
abisnya	8657	4.38	0.9010	--	4299
sidang	8658	4.38	1.5765	3212	5360
ee	8659	4.38	1.2271	--	1144
diambil	8660	4.36	1.2415	1388	4064
potong	8661	4.36	1.2898	1454	2490
tlong	8662	4.36	1.3962	--	6187
gamau	8663	4.36	1.4251	--	1127
gigit	8664	4.36	1.1739	--	4733
mencabut	8665	4.36	1.3516	4921	--
ekstrim	8666	4.36	1.8709	6204	--
lupakan	8667	4.36	1.5877	727	1591
#xxx	8668	4.36	1.6507	--	4645
membeku	8669	4.36	1.2578	4090	--
terakhirku	8670	4.36	1.5877	4574	--
whatever	8671	4.36	1.0835	--	5222
teriakan	8672	4.36	1.3962	4263	--
didn't	8673	4.36	1.0645	--	5525
gr2	8674	4.36	0.9638	--	6021
punk	8675	4.36	1.5618	5804	3497
sndiri	8676	4.36	1.0835	--	1990
pendek	8677	4.36	1.1911	1643	3126
terkejut	8678	4.36	1.1205	1589	--
aaaa	8679	4.36	1.1739	--	1912
ih	8680	4.36	1.1739	--	270
dkit	8681	4.36	1.1739	--	5256
menggonggong	8682	4.34	1.2875	6191	--
kgak	8683	4.34	1.0224	--	4112
kosongkan	8684	4.34	0.9607	5362	--
ketiduran	8685	4.34	1.2224	--	3021
heran	8686	4.34	1.2224	2194	2893
sedikit	8687	4.34	1.2554	145	1058
laah	8688	4.34	1.0224	--	2456
terikat	8689	4.34	1.5858	2629	--
aaaaa	8690	4.34	1.3940	--	2733
nyong	8691	4.34	1.4792	--	6147
gapernah	8692	4.34	1.2224	--	3205
rs	8693	4.34	1.1537	5315	2076
kaget	8694	4.34	1.1537	3938	2688
laaah	8695	4.34	1.2875	--	5889
gejala	8696	4.34	1.2875	6251	--
menyelinap	8697	4.34	1.3188	3350	--
teuing	8698	4.34	1.0616	--	4549
ndut	8699	4.34	1.2875	--	2330
blom	8700	4.34	0.9607	--	944
terlanjur	8701	4.34	1.4373	--	4228
yah	8702	4.34	1.3342	159	59
terbenam	8703	4.34	1.5066	3382	--
dick	8704	4.34	1.4230	2734	--
menahannya	8705	4.34	1.6239	3039	--
dingin	8706	4.34	1.5066	498	750
ahh	8707	4.34	1.0806	2095	444
masalahmu	8708	4.34	1.3940	2688	--
ex	8709	4.34	1.0806	--	5945
apaaa	8710	4.34	1.5066	--	3920
kgk	8711	4.34	0.8715	--	2594
jauhnya	8712	4.32	1.5444	3681	--
sorry	8713	4.32	1.8344	2735	645
tebusan	8714	4.32	1.6218	4751	--
berhentilah	8715	4.32	1.2362	2642	--
remed	8716	4.32	1.2362	--	1553
terlalu	8717	4.32	1.0190	171	424
sembunyikan	8718	4.32	1.3005	2801	--
apart	8719	4.32	1.0190	--	2470
senjatanya	8720	4.32	1.2196	2376	--
beratnya	8721	4.32	1.2196	5236	--
tua	8722	4.32	1.4348	272	660
demo	8723	4.32	1.6092	--	3784
loro	8724	4.32	1.2848	--	6094
frontal	8725	4.32	1.2362	--	1647
doesn't	8726	4.32	1.1147	--	2731
geje	8727	4.32	1.1856	--	5000
senjatamu	8728	4.32	1.4061	2222	--
gara2	8729	4.32	0.9570	--	850
breaking	8730	4.32	1.3161	--	3813
memotong	8731	4.32	1.0388	1019	--
tkt	8732	4.32	1.0962	--	6232
pelakunya	8733	4.32	1.3316	4190	--
disuruh	8734	4.30	1.2164	--	1687
-__-rt	8735	4.30	1.4033	--	4244
membalas	8736	4.30	1.5419	2160	4377
gilaa	8737	4.30	1.8098	--	4981
ketat	8738	4.30	0.9091	1894	--
iih	8739	4.30	1.4880	--	2520
voldemort	8740	4.30	1.3132	5205	--
won't	8741	4.30	1.1294	--	4712
trlalu	8742	4.30	1.3740	--	4092
tdk	8743	4.30	1.1650	860	401
cant	8744	4.30	1.0926	--	4926
over	8745	4.30	1.4604	2562	1698
bersikeras	8746	4.30	1.4463	4308	--
telanjang	8747	4.30	2.1020	1786	--
menanggung	8748	4.30	1.2495	5631	--
tendang	8749	4.30	1.6067	4913	--
persembunyian	8750	4.30	1.2657	5495	--
melemparkan	8751	4.30	1.1824	1653	--
ogre	8752	4.28	1.4003	4627	--
membongkar	8753	4.28	1.5124	4996	--
nol	8754	4.28	1.1256	2913	--
engga	8755	4.28	1.1613	--	309
slow	8756	4.28	1.1787	--	3075
misil	8757	4.28	1.6908	6084	--
sel	8758	4.28	1.6041	1631	4332
kepo	8759	4.28	1.3407	--	3220
hbs	8760	4.28	0.8816	--	2639
tamat	8761	4.28	1.8848	4854	--
cenat	8762	4.28	1.0309	--	3517
dikit	8763	4.28	1.1256	--	899
kabut	8764	4.28	1.2296	3295	--
krg	8765	4.28	1.2129	--	5587
uts	8766	4.28	1.1787	--	3421
menembak	8767	4.28	1.8075	458	--
menunduk	8768	4.28	1.1256	3793	--
pistolnya	8769	4.28	1.2784	5412	--
out	8770	4.28	1.0887	868	611
monyet	8771	4.26	2.0385	2169	2632
reese	8772	4.26	1.6138	4837	--
peringatan	8773	4.26	1.2906	1708	--
diperiksa	8774	4.26	1.1395	3922	--
entahlah	8775	4.26	0.8762	1041	--
bersembunyi	8776	4.26	1.2257	1220	--
grgr	8777	4.26	1.4682	--	3233
kuno	8778	4.26	1.3524	1665	--
melepas	8779	4.26	1.0264	3113	--
gga	8780	4.26	1.1572	--	2559
aah	8781	4.26	1.2423	2362	2069
menggantung	8782	4.26	1.3822	3540	--
pajak	8783	4.26	1.5624	3032	4314
halah	8784	4.26	1.0264	--	2159
lamo	8785	4.26	1.1031	--	5430
absen	8786	4.26	1.5493	--	2229
dont	8787	4.26	1.0063	--	1725
diem	8788	4.26	1.2090	--	1039
terlibat	8789	4.26	1.2090	1013	--
apasih	8790	4.26	1.0461	--	2032
wc	8791	4.26	1.1395	--	3044
percuma	8792	4.26	1.3372	--	1612
falls	8793	4.26	1.0844	6193	--
yaelah	8794	4.26	1.0844	--	2873
sbuk	8795	4.26	1.2586	--	5959
ora	8796	4.24	1.2707	--	977
kosong	8797	4.24	1.1350	389	1785
torpedo	8798	4.24	1.4365	4046	--
waiting	8799	4.24	1.3637	--	1643
yaahh	8800	4.24	1.3180	--	4453
pergilah	8801	4.24	1.3786	491	--
nggk	8802	4.24	0.9596	--	2251
menekan	8803	4.24	1.3024	2325	--
serangga	8804	4.24	1.5722	3008	--
menangkapku	8805	4.24	1.5194	4528	--
ojo	8806	4.24	1.0412	--	2184
mempertaruhkan	8807	4.24	1.5059	4181	--
nungguin	8808	4.24	1.5328	--	1602
never	8809	4.24	1.4078	3847	774
kaga	8810	4.24	1.0012	--	581
fighting	8811	4.24	1.6728	--	5114
hapus	8812	4.24	1.0606	5719	3453
berenti	8813	4.24	1.0984	--	4471
menghapus	8814	4.24	1.0214	2397	4574
uu	8815	4.22	1.2982	--	279
lahh	8816	4.22	1.0746	--	1777
sempak	8817	4.22	1.1119	--	5227
sisa	8818	4.22	0.9322	1155	3717
mentang	8819	4.22	1.1657	--	5741
mendadak	8820	4.22	1.2824	4295	2616
menghindar	8821	4.22	1.3596	5601	--
nggak	8822	4.22	1.2002	682	253
geng	8823	4.22	1.6325	3177	--
akh	8824	4.22	1.1830	--	2086
mesuji	8825	4.22	1.1480	--	2957
neg	8826	4.22	1.1480	--	5276
ketahuan	8827	4.22	1.6695	4441	5348
garing	8828	4.22	1.3445	--	4254
beuh	8829	4.22	1.2982	--	5294
gaada	8830	4.22	1.1301	--	1639
bah	8831	4.22	0.8873	--	1315
tnpa	8832	4.20	0.9258	--	4833
fire	8833	4.20	1.5908	5884	5415
bokep	8834	4.20	2.4244	--	5618
asam	8835	4.20	1.0690	4010	--
menyembunyikan	8836	4.20	1.2122	1571	--
gak	8837	4.20	0.9897	844	19
tanpa	8838	4.20	1.2778	224	303
dodol	8839	4.20	1.7843	--	3379
bedah	8840	4.20	1.6413	3738	--
щºДºщ	8841	4.20	1.8844	--	5337
petasan	8842	4.20	1.6782	--	4164
minggir	8843	4.20	1.1780	1191	--
sighs	8844	4.20	1.3997	5130	--
pelaku	8845	4.20	1.3553	5384	5156
hu	8846	4.20	1.1066	--	5989
teriak	8847	4.20	1.4142	4031	3154
kagak	8848	4.20	0.9258	--	846
pengadilan	8849	4.20	1.6782	1354	--
mboh	8850	4.20	1.0690	--	4910
gendut	8851	4.20	1.6036	2255	2029
smoke	8852	4.18	1.8592	5688	--
gilak	8853	4.18	1.2887	--	4110
debu	8854	4.18	1.0437	1821	--
yahh	8855	4.18	1.0039	--	823
misteri	8856	4.18	1.3656	2463	--
beku	8857	4.18	1.2403	2822	--
cacing	8858	4.18	1.3656	3725	--
vodka	8859	4.18	1.7106	5536	--
duh	8860	4.18	1.0821	--	1795
nobody	8861	4.18	1.2728	--	6001
berat	8862	4.18	1.3952	687	854
ntah	8863	4.18	0.9190	--	3229
ngga	8864	4.18	1.0437	--	262
entah	8865	4.16	1.3149	1147	2011
tutup	8866	4.16	1.2993	504	1695
belom	8867	4.16	1.2014	--	471
puing	8868	4.16	1.2182	4702	--
ndak	8869	4.16	1.0947	--	628
memperlambat	8870	4.16	1.4337	4802	--
bertarung	8871	4.16	1.5696	1240	--
unfollowed	8872	4.16	1.2513	--	2716
pisau	8873	4.16	1.2675	1110	--
yahhh	8874	4.16	1.5301	--	3024
tdak	8875	4.16	1.1669	--	3797
begadang	8876	4.16	1.3607	--	1503
lawan	8877	4.16	1.2513	1923	1334
sibuk	8878	4.16	1.3303	818	670
yaaah	8879	4.16	1.2675	--	2344
gemuk	8880	4.16	1.3903	1652	4344
nyiakan	8881	4.16	1.1132	5273	--
ngupil	8882	4.14	1.3999	--	5146
less	8883	4.14	0.8809	--	5840
fight	8884	4.14	2.0505	5613	4399
pelurunya	8885	4.14	1.2779	4806	--
rendah	8886	4.14	1.1954	1185	3513
jauh	8887	4.14	1.3095	276	400
skt	8888	4.14	1.4287	--	3489
lali	8889	4.14	1.2779	--	3890
pantatnya	8890	4.14	1.5120	4678	--
kebalik	8891	4.14	1.1608	--	5908
gun	8892	4.14	1.1782	5285	--
skit	8893	4.14	1.4984	--	2035
goresan	8894	4.14	1.1250	5946	--
kemaluan	8895	4.14	1.4848	6063	--
sndri	8896	4.14	1.5651	--	2444
njir	8897	4.14	1.1782	--	5001
menyembunyikannya	8898	4.14	1.2291	4796	--
belati	8899	4.14	1.6289	4654	--
selokan	8900	4.14	1.0882	5771	--
ambek	8901	4.12	1.4658	--	3853
gengsi	8902	4.12	1.5471	--	5029
keras	8903	4.12	1.2395	387	1213
suntikan	8904	4.12	1.2229	5184	--
emoh	8905	4.12	1.0230	--	5352
jamban	8906	4.12	1.5862	--	4738
jgan	8907	4.12	1.1364	--	3756
gausah	8908	4.12	0.9823	--	1074
yaaaah	8909	4.12	1.4377	--	6233
mantannya	8910	4.12	1.1364	--	4593
menahan	8911	4.12	1.0812	1254	3336
jleb	8912	4.12	1.0428	--	4789
kering	8913	4.12	0.9613	2040	4038
mangsa	8914	4.12	1.5205	5500	--
menuntut	8915	4.12	1.3346	3237	5894
menginjak	8916	4.10	1.1650	5228	--
anti	8917	4.10	1.2164	3774	2064
dikunci	8918	4.10	1.2164	5889	--
garagara	8919	4.10	1.0738	--	5804
kebo	8920	4.10	1.3590	--	2847
ngantukk	8921	4.10	1.1824	--	6102
mendengus	8922	4.10	1.1112	4073	--
hang	8923	4.10	1.5286	4845	--
#porn	8924	4.10	1.9086	--	2220
jgn	8925	4.10	0.9091	2309	151
mantan	8926	4.10	1.1650	1727	494
melupakan	8927	4.10	1.6933	1449	1557
bius	8928	4.08	1.5758	4671	--
gara-gara	8929	4.08	1.3529	--	2786
abis	8930	4.08	1.1578	--	280
boom	8931	4.08	1.8718	3435	--
botak	8932	4.08	1.6640	3578	3891
politik	8933	4.08	1.4961	2499	4568
fall	8934	4.08	1.7004	--	3214
lupain	8935	4.08	1.0270	--	1931
low	8936	4.08	1.3529	--	1800
leave	8937	4.08	1.1753	--	3295
diragukan	8938	4.08	1.3827	3496	--
perlawanan	8939	4.08	1.6762	3866	--
gatau	8940	4.08	0.9655	--	522
don’t	8941	4.08	0.9655	--	4594
idih	8942	4.08	1.3068	--	2640
berteriak	8943	4.08	1.5232	822	--
hard	8944	4.08	1.4546	4664	2314
tempur	8945	4.08	1.7243	3317	--
huh	8946	4.08	1.3068	561	1601
envy	8947	4.06	1.4626	--	1892
tersembunyi	8948	4.06	1.0382	1854	--
angus	8949	4.06	1.5572	4637	--
cuk	8950	4.06	1.4765	--	4567
penyerang	8951	4.06	1.6088	5381	--
tembakan	8952	4.06	1.5039	792	--
senjata	8953	4.06	1.6214	309	5939
hbis	8954	4.06	1.3614	--	4197
pertarungan	8955	4.06	1.6587	2206	--
˘̩̩̩˘̩ƪ	8956	4.06	1.6464	--	1945
ketauan	8957	4.06	1.3157	--	2225
bertingkah	8958	4.06	1.4626	3107	--
aneh	8959	4.06	1.3157	302	646
old	8960	4.06	1.0577	3171	3009
alay	8961	4.04	1.7608	--	883
serigala	8962	4.04	1.2610	1794	--
ihh	8963	4.04	1.0683	--	1019
mengurangi	8964	4.04	1.0294	3391	6051
jangan	8965	4.04	1.1945	47	69
terbaring	8966	4.04	1.3991	5435	--
can't	8967	4.04	0.9467	--	975
unfollow	8968	4.04	0.9026	--	1939
melupakannya	8969	4.04	1.3696	3609	--
anjing	8970	4.04	2.1089	355	1245
mundurlah	8971	4.04	0.9681	6089	--
ihhh	8972	4.04	1.1599	--	3265
prihatin	8973	4.04	1.4136	4734	--
israel	8974	4.04	1.9583	5023	--
berlebihan	8975	4.04	1.0872	2063	3455
ˇ_ˇ	8976	4.04	1.2447	--	3815
ngantuk	8977	4.02	1.1516	--	360
don't	8978	4.02	1.1337	--	405
gajadi	8979	4.02	1.2696	--	2715
melanda	8980	4.02	1.1865	--	6120
diamlah	8981	4.02	1.0398	1905	--
uh	8982	4.02	1.5050	544	4899
menjilat	8983	4.02	1.5971	5708	--
sembunyi	8984	4.02	1.1692	2235	--
hilangkan	8985	4.02	1.2204	6134	--
masalahku	8986	4.02	1.4213	4722	--
darahnya	8987	4.00	1.4846	2916	--
huhu	8988	4.00	1.5649	--	1964
berpaling	8989	4.00	1.5649	4039	--
haus	8990	4.00	1.3248	2804	--
enggak	8991	4.00	1.0302	--	561
darah	8992	4.00	1.0302	447	1511
kasihan	8993	4.00	1.5119	1896	2553
belum	8994	4.00	0.8806	154	178
berlawanan	8995	4.00	1.1780	4653	--
jngn	8996	4.00	1.1066	--	2124
playboy	8997	4.00	1.9166	--	3606
matikan	8998	4.00	1.1249	1488	--
cakar	8999	4.00	1.2454	3757	--
awas	9000	4.00	1.1952	936	952
gakk	9001	4.00	0.6999	--	4941
bakar	9002	3.98	1.4776	1338	956
astagfirullah	9003	3.98	2.0050	--	4156
cupu	9004	3.98	1.6098	--	6213
Ğªќ	9005	3.98	1.0784	--	4251
bug	9006	3.98	1.3169	4261	--
lama	9007	3.98	1.2696	175	187
peluru	9008	3.98	1.5842	958	--
masalahnya	9009	3.98	1.2370	910	4091
sori	9010	3.98	1.2856	--	3951
ditutup	9011	3.98	1.2204	1865	4451
menyerang	9012	3.98	1.6597	790	--
gilaaa	9013	3.98	2.0050	--	6238
numpuk	9014	3.98	1.2370	--	5656
kasus	9015	3.98	1.4637	641	1364
bubar	9016	3.98	1.2856	5341	3991
berkurang	9017	3.98	1.2856	5521	4753
abaikan	9018	3.98	1.0398	4705	5573
salahkan	9019	3.98	1.4497	4617	--
merebut	9020	3.98	1.4356	3522	--
menimpa	9021	3.98	1.4913	5854	--
tertutup	9022	3.98	1.0784	1918	--
senapan	9023	3.98	1.4356	1607	--
misterius	9024	3.98	1.1516	3062	--
tidak	9025	3.96	1.3547	2	78
mendesak	9026	3.96	0.8562	4038	--
end	9027	3.96	1.3845	4530	1483
ndeso	9028	3.96	1.4422	--	3570
pukul	9029	3.96	1.6655	826	1799
takutkan	9030	3.96	1.2610	4927	--
memerangi	9031	3.96	1.7952	3996	--
menendang	9032	3.96	1.5248	2051	--
janda	9033	3.96	1.5381	5272	--
sotoy	9034	3.96	1.3991	--	4798
malu	9035	3.96	1.3242	1055	608
jin	9036	3.96	1.3242	2522	6181
sia	9037	3.96	1.1945	2116	1922
yaampun	9038	3.96	1.1058	--	3539
cobaan	9039	3.96	1.4978	--	2539
pantatku	9040	3.96	1.4136	2883	--
kunti	9041	3.96	1.4702	--	4930
resiko	9042	3.96	1.1058	2308	3914
noda	9043	3.96	1.7838	3259	--
mempermainkan	9044	3.96	1.8290	5258	--
ragu	9045	3.96	1.0872	1997	3064
kerdil	9046	3.96	1.4841	4149	--
dipotong	9047	3.96	1.4563	3889	--
pamer	9048	3.96	1.6777	--	3359
cih	9049	3.96	1.4841	--	5950
impossible	9050	3.96	1.2610	--	5071
ego	9051	3.96	1.3242	5868	5823
terbalik	9052	3.96	1.2610	3430	--
melepaskanmu	9053	3.94	1.6214	5981	--
salahnya	9054	3.94	1.0956	3792	--
lebay	9055	3.94	1.4057	--	1121
awkward	9056	3.94	1.2683	--	5659
x_x	9057	3.94	1.8451	--	893
hadeh	9058	3.94	1.2022	--	3753
ˇ_ˇ'	9059	3.94	1.3311	--	5468
jngan	9060	3.94	0.9127	--	2166
forget	9061	3.94	1.0577	--	1760
tinggalin	9062	3.94	1.3001	--	3104
no	9063	3.92	1.1753	298	233
mengorbankan	9064	3.92	1.5497	3613	--
jatuhkan	9065	3.92	1.3529	1609	--
mles	9066	3.92	1.1753	--	5331
hentikan	9067	3.92	1.2752	314	--
tinggalkan	9068	3.92	1.0069	493	2856
dihentikan	9069	3.92	1.2591	3893	--
pasrah	9070	3.92	1.4686	--	3245
goodbye	9071	3.92	1.9149	5546	3152
ulah	9072	3.92	1.0660	--	4600
melawan	9073	3.92	1.2752	521	3350
bolong	9074	3.92	1.4119	--	5658
cebol	9075	3.92	1.6884	6205	--
matiin	9076	3.92	1.2262	--	5494
ga	9077	3.92	1.0069	3885	15
pending	9078	3.92	1.3068	--	1232
saingan	9079	3.90	1.3439	--	6219
ngntuk	9080	3.90	1.0738	--	6044
slah	9081	3.90	1.2817	--	2516
babi	9082	3.90	1.9717	1181	2315
batalkan	9083	3.90	1.4033	3783	--
pantatmu	9084	3.90	1.7525	3902	--
bekas	9085	3.90	1.3590	1847	3232
berdebat	9086	3.90	1.4033	2908	--
gugup	9087	3.90	1.4743	1801	--
nunggu	9088	3.90	1.1824	--	610
missing	9089	3.90	1.4178	--	5228
tanpamu	9090	3.90	1.2657	4774	5219
keraguan	9091	3.90	1.3286	4146	--
mendung	9092	3.90	1.0546	--	1719
gigitan	9093	3.90	1.0738	3954	--
porno	9094	3.90	1.9717	3242	--
cenut	9095	3.88	1.3498	--	3578
gelo	9096	3.88	1.6243	--	4961
karma	9097	3.88	1.7687	--	2952
molor	9098	3.88	1.2558	--	4339
uhuk	9099	3.88	1.1542	--	4819
lupa	9100	3.88	1.3944	455	215
delete	9101	3.88	1.2558	--	4726
ambulans	9102	3.88	1.2395	4284	--
astaga	9103	3.88	1.5732	607	2036
risiko	9104	3.88	1.4518	2712	--
bertempur	9105	3.88	1.6738	2270	--
banting	9106	3.86	1.1068	--	4722
larang	9107	3.86	1.5520	--	6101
mundur	9108	3.86	0.9691	494	2779
menembakkan	9109	3.86	1.6289	5314	--
disembunyikan	9110	3.86	1.2291	5711	--
menjauh	9111	3.86	1.2618	1326	4719
kedinginan	9112	3.86	1.5254	3329	--
rasain	9113	3.86	1.3554	--	3746
insom	9114	3.86	1.2938	--	5421
menunggu	9115	3.86	1.2779	264	745
membuang	9116	3.86	1.0500	1294	--
minus	9117	3.86	0.8084	4484	--
robek	9118	3.86	1.3554	5037	--
kurang	9119	3.84	1.3756	711	473
menghilangkan	9120	3.84	1.2675	3079	5357
menjauhlah	9121	3.84	1.2993	3025	--
buaya	9122	3.84	1.7066	4356	5312
gapunya	9123	3.84	1.2014	--	2812
kegilaan	9124	3.84	1.7538	3692	--
dikeluarkan	9125	3.84	1.7304	3069	--
crazy	9126	3.84	1.6333	5248	3505
lalat	9127	3.84	1.2675	2672	--
rip	9128	3.84	1.5696	3813	4965
menggigit	9129	3.82	1.2728	2384	--
menghalangi	9130	3.82	1.4525	2432	--
tagihan	9131	3.82	1.1899	2954	--
tembak	9132	3.82	1.4384	554	5106
muna	9133	3.82	1.2070	--	5723
tiada	9134	3.82	1.3952	2504	1642
ngesot	9135	3.82	1.3656	--	6252
amit	9136	3.82	1.1373	--	5409
rempong	9137	3.82	1.3656	--	3410
kaku	9138	3.82	1.2237	5343	--
dihapus	9139	3.80	1.2778	5280	--
buang	9140	3.80	1.0880	997	1549
jomblo	9141	3.80	1.7613	--	504
sory	9142	3.80	1.1066	--	2275
khawatirkan	9143	3.80	1.2454	4581	--
meragukan	9144	3.80	0.9897	3858	--
dark	9145	3.80	1.5649	4986	--
bawel	9146	3.80	1.2617	--	3018
mahal	9147	3.80	1.4142	1917	1606
pistol	9148	3.80	1.6782	747	--
vampir	9149	3.80	1.4569	1568	--
merobek	9150	3.80	1.3553	3424	--
sara	9151	3.78	1.9618	2125	--
rumit	9152	3.78	1.6938	1730	--
penembak	9153	3.78	1.1480	2402	--
shocked	9154	3.78	1.5556	--	5248
iihh	9155	3.78	1.2824	--	5795
#plak	9156	3.78	1.3596	--	6218
penyihir	9157	3.78	1.5158	1293	--
gatel	9158	3.78	1.1301	--	3430
rudal	9159	3.78	1.4039	3415	--
tuntutan	9160	3.78	1.4184	4238	--
habis	9161	3.78	1.2824	1113	777
sarap	9162	3.78	1.2982	--	3863
ksian	9163	3.78	1.2824	--	5354
drop	9164	3.78	1.2337	2997	5586
menyalahkan	9165	3.76	1.4507	2371	--
menurun	9166	3.76	1.0797	4252	--
pembuangan	9167	3.76	1.3180	4555	--
emosi	9168	3.76	1.6971	2898	1103
khawatir	9169	3.76	1.6358	352	4271
tertunda	9170	3.76	1.2048	--	6167
pura2	9171	3.76	1.4078	--	3999
menyeret	9172	3.76	1.2216	5155	--
down	9173	3.76	1.3334	1398	1771
mematikannya	9174	3.76	1.5059	6232	--
ngelupain	9175	3.76	1.2707	--	3016
menembaknya	9176	3.76	1.6606	2171	--
mustahil	9177	3.76	1.5980	1949	5186
pesek	9178	3.76	1.3786	--	3310
menolaknya	9179	3.76	1.2216	5958	--
gantung	9180	3.76	1.2707	5407	4963
elek	9181	3.76	1.4786	--	4839
tkut	9182	3.76	1.3334	--	4227
gone	9183	3.74	1.4542	5138	4084
memisahkan	9184	3.74	1.2423	3297	--
asem	9185	3.74	0.9435	--	2702
salahmu	9186	3.74	1.1031	2768	--
jauhi	9187	3.74	1.0844	5680	--
lemak	9188	3.74	1.1920	3096	4814
sembarangan	9189	3.74	1.3674	--	4474
meleset	9190	3.74	1.1395	5134	--
serang	9191	3.74	1.2090	2391	4131
t_t	9192	3.74	1.5093	--	1694
ass	9193	3.74	1.9463	2196	--
ogah	9194	3.74	0.9216	--	2499
merinding	9195	3.74	1.1214	--	4668
laper	9196	3.74	1.4401	--	862
melarang	9197	3.74	1.4115	5941	--
reruntuhan	9198	3.74	1.7239	5850	--
berbau	9199	3.74	1.1031	4330	--
membuangnya	9200	3.74	1.2586	3589	--
maho	9201	3.74	1.6264	--	3530
nyamuk	9202	3.72	1.4574	--	2088
penangkapan	9203	3.72	1.6542	3301	--
menumpahkan	9204	3.72	1.3254	5522	--
repot	9205	3.72	1.2784	3443	3909
bngung	9206	3.72	1.0506	--	4989
pengintai	9207	3.72	1.2461	5944	--
tekanan	9208	3.72	1.4291	1401	--
kesian	9209	3.72	1.2296	--	4850
menentang	9210	3.72	1.5258	3473	--
gaboleh	9211	3.72	0.7570	--	3195
