Word	HappRank	Havg	StDev	Gweb_Rank	TwitterRank	Gbook_Rank
break	4834	5.92	1.5097	--	3918	--
atmósfera	4835	5.92	1.1925	--	--	3829
Índice	4836	5.92	1.3223	1720	--	--
volúmenes	4837	5.92	1.2095	--	--	3681
llegado	4838	5.92	1.4686	2905	1389	901
llevando	4839	5.92	0.8769	--	--	3627
dedo	4840	5.92	1.2752	--	2241	--
numerosos	4841	5.92	1.2752	5148	--	1860
terra	4842	5.92	1.3827	3711	--	--
plataforma	4843	5.92	1.1220	2660	--	--
hoja	4844	5.92	1.1925	2528	--	2941
comportamiento	4845	5.92	1.3377	2518	--	1707
habló	4846	5.92	1.0660	--	--	3903
sistemas	4847	5.92	1.4686	512	--	971
ojala	4848	5.92	1.4405	4829	492	--
acordaba	4849	5.92	1.3377	--	5061	--
hice	4850	5.92	1.1925	3814	700	3557
referida	4851	5.92	1.2262	--	--	4341
cumbia	4852	5.92	1.8609	--	4662	--
pertenecientes	4853	5.92	1.2095	--	--	3649
alemanes	4854	5.92	1.5097	--	--	4159
definir	4855	5.92	1.2752	3673	--	2944
colombiano	4856	5.92	1.5628	3735	--	3380
pasas	4857	5.92	1.3223	--	1540	--
semana	4858	5.92	1.1220	317	415	1837
decir	4859	5.92	1.0660	363	205	141
señor	4860	5.92	1.4119	977	708	127
llega	4861	5.92	1.2591	1542	522	953
mencionados	4862	5.92	1.1753	--	--	3593
mencionar	4863	5.92	0.8999	--	--	3742
métodos	4864	5.92	1.2591	1633	--	1613
our	4865	5.92	1.3974	2829	1419	--
consultar	4866	5.92	1.1400	1467	--	--
entran	4867	5.92	1.2262	--	4396	4962
groups	4868	5.92	1.3974	3312	--	--
producido	4869	5.92	1.2428	4539	--	2029
contactar	4870	5.92	0.9655	609	--	--
dado	4871	5.92	1.1753	1118	977	378
haría	4872	5.92	1.2752	--	3274	3744
aquí	4873	5.92	0.9655	146	274	178
llamo	4874	5.92	1.2262	5109	1002	--
envio	4875	5.92	1.0467	2855	--	--
rural	4876	5.92	1.5497	1128	--	1322
clic	4877	5.92	1.0850	537	--	--
puedas	4878	5.92	1.2095	3809	2218	--
vuelta	4879	5.92	1.0467	1749	671	1848
south	4880	5.92	1.2591	3913	--	--
torre	4881	5.92	1.1578	2081	--	2162
oficios	4882	5.92	1.0069	--	--	2517
numerosas	4883	5.92	1.3827	--	--	2319
mecánica	4884	5.92	1.4546	3699	--	5012
canaria	4885	5.92	1.2428	3378	--	--
password	4886	5.92	1.4405	2188	--	--
suceso	4887	5.92	1.1925	--	--	3612
vine	4888	5.92	1.2262	--	3101	--
bytes	4889	5.92	1.1036	4634	--	--
frente	4890	5.92	1.0270	687	971	234
asistente	4891	5.92	0.9442	4782	--	--
msn	4892	5.92	1.4119	804	923	--
eléctricos	4893	5.92	1.0660	4809	--	--
registros	4894	5.92	1.2911	2569	--	4118
republica	4895	5.92	1.4263	4063	--	--
colombia	4896	5.92	1.1753	385	1621	661
nochevieja	4897	5.92	1.8052	--	743	--
aliento	4898	5.92	1.6142	--	5131	4902
cordoba	4899	5.92	1.2911	2958	--	--
técnico	4900	5.92	1.2428	997	--	2012
organismos	4901	5.90	1.3887	1983	--	1650
superficie	4902	5.90	1.0738	1701	--	1210
vías	4903	5.90	1.0546	3608	--	2334
perry	4904	5.90	1.6067	--	3382	--
estoy	4905	5.90	1.0738	497	57	1130
avenida	4906	5.90	1.1112	2453	--	--
dueños	4907	5.90	1.7757	--	--	3150
dimensión	4908	5.90	1.1294	5079	--	2401
yendo	4909	5.90	1.0738	--	3191	--
calendario	4910	5.90	1.0152	924	1944	--
dan	4911	5.90	1.2495	1477	532	939
pilas	4912	5.90	1.3286	--	2172	--
elena	4913	5.90	1.3887	3349	--	--
monitores	4914	5.90	1.0546	5034	--	--
operadores	4915	5.90	1.2495	4938	--	--
mantener	4916	5.90	1.2330	1582	3203	1057
etapas	4917	5.90	0.9949	4385	--	2996
followed	4918	5.90	1.6444	--	2907	--
cds	4919	5.90	1.1294	4543	--	--
campaña	4920	5.90	1.5286	1605	3899	1046
comerme	4921	5.90	1.7525	--	4879	--
derecha	4922	5.90	1.3132	1722	3484	1434
ingleses	4923	5.90	1.7291	--	--	2478
feliç	4924	5.90	1.9509	--	4434	--
reparto	4925	5.90	1.0351	--	--	5122
llaman	4926	5.90	1.1112	--	2283	2150
contact	4927	5.90	1.4321	2381	--	--
center	4928	5.90	1.1824	2906	--	--
comment	4929	5.90	0.8864	2007	--	--
decidió	4930	5.90	1.2164	--	--	3199
básico	4931	5.90	1.1650	3133	--	3955
cádiz	4932	5.90	1.1473	1335	--	3568
intención	4933	5.90	1.1294	3669	--	1695
elaborar	4934	5.90	1.3286	4736	--	4956
demo	4935	5.90	0.9742	5287	--	--
recepción	4936	5.90	0.9949	3055	--	4616
orilla	4937	5.90	1.3590	--	--	4051
indicar	4938	5.90	1.0152	4725	--	3700
reservas	4939	5.90	1.5286	2461	--	2561
presupuesto	4940	5.90	1.2657	1186	--	1299
ericsson	4941	5.90	1.0738	4087	--	--
perú	4942	5.90	1.5551	650	3400	514
adolescentes	4943	5.90	1.3286	3029	--	--
empiecen	4944	5.90	0.9091	--	4932	--
especie	4945	5.90	0.9742	2362	--	749
absoluta	4946	5.90	1.2976	--	--	1523
chile	4947	5.90	1.6444	288	921	448
ventas	4948	5.90	1.6194	789	--	2562
enlaces	4949	5.90	0.9530	329	--	--
reparación	4950	5.90	1.5551	2901	--	--
sumamente	4951	5.90	1.0738	--	--	3277
fundamentales	4952	5.90	1.0738	3532	--	1506
mecanismos	4953	5.90	1.2164	3021	--	2077
andas	4954	5.90	0.9742	--	1044	--
iniciado	4955	5.90	1.1294	3942	--	4221
oficio	4956	5.90	1.2495	3039	--	916
dichos	4957	5.90	1.0738	3092	--	873
tuuu	4958	5.90	1.5682	--	4542	--
empresas	4959	5.90	1.5152	186	--	516
visto	4960	5.90	0.9742	694	468	551
fifa	4961	5.90	1.7985	5272	4423	--
categoría	4962	5.90	1.3740	549	--	1827
análisis	4963	5.90	1.3132	579	--	485
logo	4964	5.90	1.0546	1897	3637	--
entro	4965	5.90	0.8631	--	1456	--
mediawiki	4966	5.90	1.1650	3647	--	--
envió	4967	5.90	0.9742	--	--	3045
anita	4968	5.90	1.1473	--	4855	--
chupar	4969	5.90	1.7642	--	3769	--
concreto	4970	5.90	1.3740	3321	--	2445
check	4971	5.90	1.4033	--	2224	--
reacción	4972	5.90	1.3887	4924	--	2010
portada	4973	5.90	0.8864	531	--	--
salí	4974	5.90	1.1824	--	3714	--
microsoft	4975	5.90	1.5551	1166	--	--
luchar	4976	5.90	2.1500	--	2143	3961
dialéctica	4977	5.90	1.4321	--	--	5271
presentaron	4978	5.90	1.0152	--	--	5185
menciona	4979	5.90	1.1112	--	--	4330
occidente	4980	5.90	1.5811	--	--	2465
impresa	4981	5.90	0.8864	2517	--	--
concesiones	4982	5.90	1.4321	--	--	3799
preguntar	4983	5.90	1.2976	3960	3007	--
digamos	4984	5.90	0.7890	--	3949	--
encargado	4985	5.90	1.1112	4519	--	2138
afiliados	4986	5.90	1.3439	3580	--	--
patente	4987	5.90	1.0546	--	--	4395
alrededor	4988	5.90	1.0738	1885	3958	1249
ratito	4989	5.90	1.3590	--	2093	--
intenciones	4990	5.90	1.1112	--	--	4164
conclusión	4991	5.90	1.2164	4595	--	1983
posted	4992	5.90	1.3132	1692	2102	--
vez	4993	5.90	1.0546	121	117	78
médico	4994	5.90	2.0529	1651	--	1365
siguieron	4995	5.90	1.2657	--	--	4258
regionales	4996	5.90	1.1995	2788	--	2395
contacte	4997	5.90	1.2330	4910	--	--
indicó	4998	5.90	1.1294	5188	--	--
head	4999	5.90	1.3286	--	5111	--
laboral	5000	5.90	1.3286	1088	--	2186
proveedor	5001	5.90	1.1112	3740	--	--
#followme	5002	5.88	1.4797	--	3030	--
informaciones	5003	5.88	1.2558	4064	--	3651
clasificados	5004	5.88	1.3797	630	--	--
capitan	5005	5.88	1.5990	--	--	4277
puedan	5006	5.88	1.2061	1535	2989	1063
introduce	5007	5.88	0.8485	3943	--	--
clasificación	5008	5.88	1.1891	2032	--	2557
fondos	5009	5.88	1.2061	1115	--	1303
revela	5010	5.88	1.4090	--	--	3046
watching	5011	5.88	1.3346	--	1995	--
servir	5012	5.88	1.6243	4638	--	1497
modalidad	5013	5.88	1.1891	3302	--	4940
impresoras	5014	5.88	1.2558	3710	--	--
aÑo	5015	5.88	1.5602	2828	132	--
miras	5016	5.88	0.9823	--	3525	5166
webmaster	5017	5.88	1.1718	4165	--	--
vdd	5018	5.88	1.3498	--	1300	--
considerarse	5019	5.88	1.1891	--	--	2647
decirlo	5020	5.88	1.0230	--	3104	4019
envíe	5021	5.88	1.1542	3289	--	--
levantarte	5022	5.88	1.6860	--	4733	--
having	5023	5.88	0.9613	--	3355	--
msm	5024	5.88	1.4377	--	5109	--
mostrando	5025	5.88	0.8722	3815	--	--
makes	5026	5.88	1.3346	--	1842	--
ha	5027	5.88	1.2395	40	127	30
marca	5028	5.88	1.2558	625	2320	2579
ruta	5029	5.88	0.9823	1955	1867	3667
dio	5030	5.88	1.1364	1513	528	654
minutes	5031	5.88	1.1542	--	4275	--
tono	5032	5.88	1.1542	4411	5289	2080
contar	5033	5.88	0.9823	1893	1397	1569
#twitteron	5034	5.88	1.8587	--	5091	--
concepto	5035	5.88	1.2720	1237	--	549
estomago	5036	5.88	1.2720	--	2190	--
intereses	5037	5.88	1.7571	1738	--	463
creeme	5038	5.88	1.5205	--	5001	--
canon	5039	5.88	1.2229	2842	--	--
posiciones	5040	5.88	1.3797	3602	--	2042
páginas	5041	5.88	1.1718	453	4188	1076
añoo	5042	5.88	1.3192	--	577	--
ya	5043	5.88	1.1891	35	25	35
puerta	5044	5.88	1.0029	1584	1378	987
ing	5045	5.88	1.4234	2634	--	--
totales	5046	5.88	1.0428	1494	--	4326
imprimir	5047	5.88	1.0999	401	--	--
aaaah	5048	5.88	1.6980	--	4891	--
avisas	5049	5.88	1.1891	--	2932	--
individuos	5050	5.88	1.1718	4180	--	1044
bring	5051	5.88	1.1542	--	4596	--
poblado	5052	5.88	1.4090	--	--	5103
configuración	5053	5.88	1.3944	2633	--	--
miii	5054	5.88	1.1542	--	4381	--
server	5055	5.88	1.2395	2324	--	--
sebastian	5056	5.88	1.2229	4650	--	--
esooo	5057	5.88	1.5862	--	4699	--
editado	5058	5.88	1.1183	4289	--	--
pensaba	5059	5.88	1.1891	--	2120	3329
particular	5060	5.88	1.0622	1066	--	535
histórica	5061	5.88	1.3498	3404	--	1016
asiento	5062	5.88	1.0812	--	--	2783
sensible	5063	5.88	1.6860	--	--	3547
john	5064	5.88	1.2061	1865	3216	2863
fundada	5065	5.88	1.0428	--	--	3395
dará	5066	5.88	0.9398	4470	5207	2926
representante	5067	5.88	1.1718	2316	--	1929
llevan	5068	5.88	0.9613	3586	2127	2164
referencias	5069	5.88	1.2061	2736	--	2891
perfil	5070	5.88	1.0428	135	1482	3635
individuales	5071	5.88	1.2879	3872	--	2548
artículo	5072	5.88	1.0230	87	4780	174
giants	5073	5.88	1.4090	--	3717	--
mimir	5074	5.88	1.7454	--	4917	--
fines	5075	5.88	1.1542	1593	--	730
máquinas	5076	5.88	1.5602	3153	--	3441
pregunto	5077	5.88	0.9823	--	1347	--
constituir	5078	5.88	1.0999	--	--	2950
decidir	5079	5.88	1.3944	--	4904	4157
establecen	5080	5.88	1.0622	--	--	4438
proviene	5081	5.88	0.8953	--	--	5098
main	5082	5.88	0.9398	2097	--	--
moment	5083	5.88	1.1891	--	2219	--
ma	5084	5.88	1.5338	1920	1122	2247
barra	5085	5.88	1.1718	2434	3344	--
línea	5086	5.88	1.0812	467	1622	723
matriz	5087	5.88	1.3192	--	--	5079
regresar	5088	5.88	1.3192	2340	2373	3959
proxima	5089	5.88	1.0029	--	3264	--
grabación	5090	5.88	1.1183	3825	--	--
comercio	5091	5.88	1.3037	691	--	363
garganta	5092	5.88	1.0230	--	2385	--
pasenla	5093	5.88	0.9613	--	3537	--
edificio	5094	5.88	1.0230	1594	--	1619
huellas	5095	5.88	1.2879	--	--	5190
aaah	5096	5.86	1.3852	--	3369	--
pasarla	5097	5.86	1.1782	--	3861	--
mantuvo	5098	5.86	1.2124	--	--	3861
pasatela	5099	5.86	1.2124	--	3324	--
enterprises	5100	5.86	1.4570	3736	--	--
tomos	5101	5.86	1.3250	--	--	5235
he's	5102	5.86	1.0692	--	3422	--
ji	5103	5.86	1.8407	--	4400	--
síntesis	5104	5.86	0.9478	5160	--	2254
contáctenos	5105	5.86	1.2779	1317	--	--
oficina	5106	5.86	1.5520	839	--	1571
ntc	5107	5.86	1.4144	--	3221	--
género	5108	5.86	1.1782	1520	--	988
potencias	5109	5.86	1.4709	--	--	3442
define	5110	5.86	1.2456	4652	4125	3157
ves	5111	5.86	1.2938	2683	552	--
mis	5112	5.86	1.2124	126	56	326
dieron	5113	5.86	1.1430	3783	1318	1463
ciclo	5114	5.86	1.3250	1609	4012	2313
arre	5115	5.86	1.5120	--	3490	--
tienen	5116	5.86	1.1954	280	332	201
oficial	5117	5.86	1.1608	476	1589	655
seee	5118	5.86	1.2938	--	3677	--
indispensables	5119	5.86	1.4848	--	--	4813
rosario	5120	5.86	1.6538	1892	--	2679
vela	5121	5.86	1.1068	5128	--	4269
misioneros	5122	5.86	1.9484	--	--	4114
geográfico	5123	5.86	1.3250	--	--	5048
gama	5124	5.86	1.0500	3513	--	--
vaqueros	5125	5.86	1.4144	--	3406	--
aqui	5126	5.86	0.9691	721	175	4108
héctor	5127	5.86	1.1782	5038	--	--
investigadores	5128	5.86	1.7025	3549	--	3602
lentes	5129	5.86	1.4144	--	3756	--
sergio	5130	5.86	1.4848	2183	4307	--
estar	5131	5.86	0.9899	348	147	416
cuadro	5132	5.86	1.1250	1694	--	595
edición	5133	5.86	1.0104	596	--	974
urbana	5134	5.86	1.1782	2955	--	2369
buque	5135	5.86	1.0882	--	--	2829
cataluña	5136	5.86	1.2456	2836	--	3563
relativamente	5137	5.86	1.1954	--	--	2223
management	5138	5.86	1.4984	3406	--	--
acudir	5139	5.86	1.2124	--	--	4629
tratando	5140	5.86	1.0882	--	3356	3436
voten	5141	5.86	1.8184	--	5232	--
servidores	5142	5.86	1.1608	2300	--	--
pasa	5143	5.86	1.1430	959	214	1010
presentado	5144	5.86	1.1782	2924	--	1967
constitucional	5145	5.86	1.7958	2248	--	1081
veré	5146	5.86	1.1608	--	2545	--
contesta	5147	5.86	1.2291	--	2400	--
catalina	5148	5.86	1.4984	--	--	4848
vas	5149	5.86	0.8809	1824	241	--
contacta	5150	5.86	0.9691	2489	--	--
pepe	5151	5.86	1.3250	--	3599	--
vendo	5152	5.86	1.1608	685	3185	--
usar	5153	5.86	1.0104	1175	1335	2627
relacionados	5154	5.86	1.2291	830	--	2991
her	5155	5.86	1.1430	--	1194	--
directora	5156	5.86	1.3999	3891	--	--
concepciones	5157	5.86	1.3250	--	--	4976
ahh	5158	5.86	1.4429	--	1161	--
económicas	5159	5.86	1.3704	2504	--	1092
theme	5160	5.86	1.2938	4592	--	--
formado	5161	5.86	1.0304	5229	--	2075
escenas	5162	5.86	1.5780	--	--	4658
info	5163	5.86	0.9478	863	3122	--
llevar	5164	5.86	1.0882	1440	1396	888
sirva	5165	5.86	1.1954	--	--	4382
selecciona	5166	5.86	1.1068	2196	--	--
reparacion	5167	5.86	1.3852	5242	--	--
fabricante	5168	5.86	1.3554	3269	--	--
muestra	5169	5.86	1.1068	885	4320	784
informativo	5170	5.86	1.0882	4362	--	--
indonesia	5171	5.86	1.5388	2493	--	--
criterio	5172	5.86	1.3554	2597	--	1277
system	5173	5.86	1.3250	3090	--	--
pibes	5174	5.86	1.2779	--	4788	--
bolsas	5175	5.86	1.1068	3557	--	--
evangelio	5176	5.86	1.7380	--	--	3860
estructuras	5177	5.86	1.1068	2985	--	1869
divisas	5178	5.86	1.3999	--	--	4749
tinta	5179	5.86	1.2456	5211	--	--
buscar	5180	5.86	1.2618	79	974	1272
rivera	5181	5.86	1.1954	3328	--	2801
zapatero	5182	5.86	1.3250	4143	--	--
mencionado	5183	5.86	1.1430	--	--	2424
efectuar	5184	5.84	0.9337	4835	--	3625
elevada	5185	5.84	1.5032	--	--	3676
específicos	5186	5.84	1.0174	3883	--	3752
ohhh	5187	5.84	1.8223	--	3828	--
verá	5188	5.84	0.9553	--	--	3729
verse	5189	5.84	1.1493	--	--	2344
costumbre	5190	5.84	1.7186	--	2226	1925
tratado	5191	5.84	1.0947	3178	--	690
porción	5192	5.84	1.0174	--	--	4047
iglesias	5193	5.84	1.7538	3371	--	2213
oeste	5194	5.84	1.1132	3091	--	2479
you're	5195	5.84	1.5434	--	688	--
armando	5196	5.84	1.4337	4925	--	--
posición	5197	5.84	1.2182	1705	--	698
cantidad	5198	5.84	1.0947	730	2935	561
cuánto	5199	5.84	1.1132	4890	--	3773
ámbitos	5200	5.84	0.9971	--	--	5256
pudiendo	5201	5.84	1.1493	--	--	3521
son	5202	5.84	1.1132	39	79	38
nivel	5203	5.84	1.2182	179	1554	343
noventa	5204	5.84	1.2349	--	--	3566
kit	5205	5.84	1.2014	3816	--	--
[pic]	5206	5.84	1.4896	--	5135	--
oficialmente	5207	5.84	1.3607	--	2909	--
regístrate	5208	5.84	1.3903	832	--	--
comigo	5209	5.84	1.7654	--	3443	--
prólogo	5210	5.84	1.4194	--	--	2828
argentina	5211	5.84	1.6208	155	938	449
medicina	5212	5.84	1.9311	994	--	1598
cubrir	5213	5.84	1.3303	4518	--	3204
población	5214	5.84	1.3303	713	--	275
comprueba	5215	5.84	1.2182	2951	--	--
igual	5216	5.84	1.3303	640	120	440
flujo	5217	5.84	1.2993	3653	--	4001
técnicos	5218	5.84	1.1669	1848	--	2245
colocar	5219	5.84	1.0759	4058	3813	4477
periódicos	5220	5.84	1.7304	--	--	2416
arias	5221	5.84	1.1314	--	--	4929
worldthank	5222	5.84	1.2014	--	4267	--
voto	5223	5.84	1.7304	1866	3488	1640
hielo	5224	5.84	1.4479	5245	3181	--
weno	5225	5.84	1.5566	--	3557	--
sentada	5226	5.84	1.3303	--	4653	--
descripción	5227	5.84	1.0568	646	--	1708
pertenecen	5228	5.84	1.4049	--	--	2870
componente	5229	5.84	1.0174	4548	--	5140
explica	5230	5.84	1.1669	3358	--	1674
#cowboys	5231	5.84	1.3903	--	4190	--
mb	5232	5.84	1.3303	2170	--	--
publica	5233	5.84	1.2182	1039	--	3191
bought	5234	5.84	1.3607	--	2537	--
relieve	5235	5.84	1.1314	--	--	3416
xp	5236	5.84	1.4619	1619	2940	--
señora	5237	5.84	1.4049	2910	2705	1039
rueda	5238	5.84	1.2014	3954	--	5290
empresariales	5239	5.84	1.5434	4182	--	--
hablan	5240	5.84	1.5032	5019	1600	3064
entidades	5241	5.84	1.2675	1400	--	1899
someone	5242	5.84	1.1843	--	1500	--
etapa	5243	5.84	1.3607	1818	1715	1222
\o/	5244	5.84	2.1980	--	715	--
leonardo	5245	5.84	1.0174	5131	1562	--
textos	5246	5.84	1.1493	1261	--	1379
decirle	5247	5.84	1.2993	--	1703	--
ochenta	5248	5.84	1.4758	--	--	2473
campesino	5249	5.84	1.5301	--	--	3301
feli	5250	5.84	1.4758	--	4011	--
consultoría	5251	5.84	1.3756	5059	--	--
vecinos	5252	5.84	1.2993	2512	1353	1180
concluir	5253	5.84	1.5954	--	--	3172
malaga	5254	5.84	1.2993	2132	--	--
indudablemente	5255	5.84	1.2675	--	--	4141
introducción	5256	5.84	0.8657	1959	--	1531
definitivo	5257	5.84	1.3456	--	--	3890
reinado	5258	5.84	1.5566	--	--	4481
utilizar	5259	5.84	1.0947	1262	--	2439
referido	5260	5.84	1.0759	--	--	2289
ntp	5261	5.84	1.4758	--	3966	--
probable	5262	5.84	1.2014	5027	--	2382
ponerte	5263	5.84	1.2993	--	5272	--
gestión	5264	5.84	1.4049	482	--	1496
tres	5265	5.84	1.1843	242	670	125
full	5266	5.84	1.7884	1828	1166	--
campesina	5267	5.84	1.3756	--	--	4174
añadido	5268	5.84	1.0174	2784	--	--
primeiro	5269	5.84	1.6333	--	3103	--
twit	5270	5.84	1.6946	--	2674	--
pensé	5271	5.84	1.2349	--	1704	--
opcional	5272	5.84	1.0947	3572	--	--
diste	5273	5.84	1.0174	--	2611	--
normalmente	5274	5.84	1.4194	3791	--	4033
magdalena	5275	5.84	1.4619	5066	--	4079
motivos	5276	5.84	1.0373	3331	4199	1397
name	5277	5.84	0.9971	2607	2941	--
texto	5278	5.84	1.0373	406	--	609
auxiliares	5279	5.84	1.2014	5118	--	--
manana	5280	5.82	1.5345	--	2098	--
year's	5281	5.82	1.2567	--	2822	--
dr	5282	5.82	1.5477	995	3729	695
topic	5283	5.82	1.4241	2897	--	--
laura	5284	5.82	1.2070	2640	2967	--
bebo	5285	5.82	1.5345	--	3201	--
zaragoza	5286	5.82	1.3805	744	--	3564
escala	5287	5.82	1.1899	2431	3547	1559
empeze	5288	5.82	1.3805	--	2981	--
agrícola	5289	5.82	1.3805	3702	--	1375
cubierto	5290	5.82	1.2403	--	--	4353
vaso	5291	5.82	0.9833	--	2280	--
encuesta	5292	5.82	1.1899	1780	--	4301
miró	5293	5.82	1.0240	--	--	4672
naruto	5294	5.82	1.6249	3074	--	--
pobladores	5295	5.82	1.3045	--	--	4151
públicas	5296	5.82	1.5739	1242	--	991
veas	5297	5.82	1.0821	--	2263	--
forma	5298	5.82	1.0631	130	470	91
taiwán	5299	5.82	1.7106	3352	--	--
declaro	5300	5.82	1.3200	--	5010	--
método	5301	5.82	1.1726	1872	--	1098
estarán	5302	5.82	1.1373	4513	--	5056
agarro	5303	5.82	1.0039	--	3535	--
manifiesto	5304	5.82	1.1373	--	--	1962
add	5305	5.82	1.3656	908	--	--
control	5306	5.82	1.8148	297	2068	624
decirles	5307	5.82	1.1008	--	3815	--
referentes	5308	5.82	1.0821	--	--	4569
venden	5309	5.82	1.4665	--	5039	--
uds	5310	5.82	1.0631	--	1512	--
joan	5311	5.82	1.3656	3559	--	--
simon	5312	5.82	1.4384	--	3768	--
andan	5313	5.82	1.1373	--	1802	--
morales	5314	5.82	1.5211	2128	--	1489
usos	5315	5.82	0.8497	4031	--	3351
suyos	5316	5.82	1.1899	--	--	2876
excel	5317	5.82	1.4803	4643	--	--
cambios	5318	5.82	1.3045	797	1958	839
x3	5319	5.82	1.5211	--	2587	--
direccion	5320	5.82	1.1551	2758	--	--
senti	5321	5.82	1.3354	--	3985	--
golf	5322	5.82	1.6123	1917	--	--
proporciones	5323	5.82	1.1008	--	--	4437
dude	5324	5.82	1.7106	--	4572	--
taxi	5325	5.82	1.2567	--	3325	--
vistos	5326	5.82	1.1373	3890	--	--
soberanía	5327	5.82	1.6744	--	--	1787
acabamos	5328	5.82	1.8260	--	4778	--
cohetes	5329	5.82	1.6622	--	2025	--
alex	5330	5.82	1.2403	3554	2829	--
apuntes	5331	5.82	1.1899	3574	--	5164
sea	5332	5.82	1.0821	224	99	135
temperatura	5333	5.82	1.3506	2125	5002	2618
utilización	5334	5.82	1.4941	1942	--	2232
say	5335	5.82	1.0631	--	655	--
members	5336	5.82	1.1726	3618	--	--
el	5337	5.82	1.2567	5	7	6
todavía	5338	5.82	1.1192	1269	723	418
crepusculo	5339	5.82	1.9968	--	4993	--
aspecto	5340	5.82	1.1008	2437	--	828
julián	5341	5.82	1.2403	--	--	5162
pilar	5342	5.82	1.0821	2617	--	--
financiación	5343	5.82	1.2887	3958	--	--
sienta	5344	5.82	1.1726	--	2795	--
norteamericanos	5345	5.82	1.6499	--	--	3595
modalidades	5346	5.82	1.2403	--	--	4250
viendo	5347	5.82	1.0821	2742	188	2918
tomen	5348	5.82	1.0240	--	4538	--
antiguas	5349	5.82	1.3952	1838	--	2630
vuestra	5350	5.82	1.1373	--	5090	1209
decirse	5351	5.82	1.1008	--	--	2503
segui	5352	5.82	1.0437	--	3327	--
pieza	5353	5.82	1.2403	3698	4720	2489
ny	5354	5.82	1.5609	--	2349	--
texas	5355	5.82	1.6499	4882	--	3772
impreso	5356	5.82	0.9190	--	--	3865
singapur	5357	5.82	1.2567	2927	--	--
dirigida	5358	5.82	1.4525	4625	--	2392
pretende	5359	5.82	1.5077	3040	--	2074
refleja	5360	5.82	0.8965	--	--	3430
respecto	5361	5.82	1.1726	657	--	239
minuto	5362	5.82	0.9624	3072	1492	--
alguien	5363	5.82	1.1008	641	144	1591
consenso	5364	5.82	1.4384	--	--	4810
determinar	5365	5.82	1.0821	2478	--	1680
establecida	5366	5.82	1.0039	--	--	3281
dicho	5367	5.82	1.1899	747	514	156
conosco	5368	5.82	1.5477	--	3992	--
órgano	5369	5.82	1.4803	4170	--	2375
ponerle	5370	5.82	1.4241	--	3469	--
mana	5371	5.82	1.5868	--	5277	--
francisco	5372	5.82	1.5996	753	4006	281
decisiones	5373	5.82	1.5868	2106	3951	1543
traer	5374	5.82	1.2237	--	3318	3718
antiguo	5375	5.82	1.6123	1945	--	1033
ve	5376	5.82	1.0821	1174	392	569
puesta	5377	5.82	1.2070	2761	5168	2435
casco	5378	5.82	1.2887	4965	--	--
ejecutivo	5379	5.82	1.6622	1570	--	788
actos	5380	5.82	1.2070	2071	4453	853
camila	5381	5.80	1.4142	--	3896	--
saint	5382	5.80	1.7613	4355	--	--
vengo	5383	5.80	1.3851	--	1809	--
agencias	5384	5.80	1.2936	2547	--	--
dió	5385	5.80	1.1249	--	--	1856
calles	5386	5.80	0.9258	2445	2279	1327
notificación	5387	5.80	1.3851	3563	--	--
hechos	5388	5.80	1.4569	1602	2956	464
oct	5389	5.80	1.4428	394	--	--
elevación	5390	5.80	1.2778	--	--	4621
pdf	5391	5.80	1.1429	976	--	--
related	5392	5.80	0.9897	4762	--	--
vieron	5393	5.80	1.2778	--	3024	3036
supe	5394	5.80	0.9689	--	3853	--
categoria	5395	5.80	1.1249	2552	--	--
asi	5396	5.80	1.1952	658	115	1053
awww	5397	5.80	2.1189	--	1119	--
guarde	5398	5.80	0.9897	--	--	4268
meter	5399	5.80	0.9035	5243	2078	--
identifícate	5400	5.80	1.6903	5200	--	--
probablemente	5401	5.80	1.2454	4046	--	1702
cristianismo	5402	5.80	1.8183	--	--	3608
conteste	5403	5.80	1.2454	--	4319	--
call	5404	5.80	1.2936	4209	2641	--
feat	5405	5.80	1.3553	--	4101	--
comunicado	5406	5.80	1.5253	3606	--	--
perfiles	5407	5.80	1.2617	4792	--	--
barça	5408	5.80	1.6660	--	5021	--
central	5409	5.80	1.2617	683	2388	495
claves	5410	5.80	1.2289	2878	--	--
fecha	5411	5.80	0.9476	104	1557	437
registrados	5412	5.80	1.0102	1329	--	--
te	5413	5.80	1.1952	37	12	259
maquina	5414	5.80	1.2617	5205	--	--
bases	5415	5.80	1.1780	1331	--	1348
respectiva	5416	5.80	1.1249	--	--	3762
valladolid	5417	5.80	1.2617	1134	--	3459
here	5418	5.80	1.4286	2103	847	--
tenerife	5419	5.80	1.2617	1426	--	--
convertido	5420	5.80	1.1606	4515	--	2743
relativas	5421	5.80	1.1429	--	--	3519
mencionadas	5422	5.80	1.0690	--	--	5160
locales	5423	5.80	1.1066	871	--	1212
tesis	5424	5.80	1.6660	2082	--	1330
lleguen	5425	5.80	0.9476	--	3619	--
cabe	5426	5.80	1.0302	2885	2784	1166
golfo	5427	5.80	1.3093	--	--	4585
acerca	5428	5.80	1.1429	424	2897	618
columna	5429	5.80	1.1606	3514	--	2417
artÍculo	5430	5.80	1.0302	4278	--	--
hecha	5431	5.80	1.0102	3543	2946	1486
considera	5432	5.80	1.0102	2022	--	1201
decirme	5433	5.80	1.1606	--	3099	--
mars	5434	5.80	1.4708	--	5225	--
